,BARCODE,BARRIER_TYPE,BARRIER_TYPE2,COMMENTS,CONDITION,CONDITIONDATE,CRE_DATE,DESCRIPTION,ENGINEERED,FACILITYID,GIS_ENTRY_STAGE,HEIGHT_M,HOUSE_NO,INSERVICE_COST,INSERVICE_DATE,LEGACYID,LIFECYCLE_COST,LOCATED_ON,LOCATION,MAINTENANCE_RESPONSIBILITY,MAKE,MAP_PAGE,MATERIAL,MODEL,MOD_DATE,NO_OF_BARRIERS,NO_OF_BULLNOSE,NO_OF_HWY_NOPOST,NO_OF_NOPOST,NO_OF_TRANSITION,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,OPERATIONAL_RESPONSIBILITY,OWNER,PAINTED,PARK_FENCE_TYPE,PARK_LEGACY_ID,PARK_OWNERSHIP,PROJECT_NO,QUANTITY,REFERENCE_NO,RETAINING_WALL_TYPE,ROAD_CODE,SERIAL_NO,SPECIAL_FEATURES,STATUS,STATUS_DATE,STATUS_PARKS,STRUCTURES_INSPECTION_ROUTE,TEMP,VENDOR,WARRANTYDATE,WARRANTY_PROVIDER,WIDTH_M,WORK_ASSIGNMENT,YR,YRS_LIFE_EXPECTANCY,YTD_COST
1713,,6,Retaining Wall,,,,20150716,,,1001831160,,,,,,,,Sidewalk,,Engineering,,,Block,,20150716,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
1714,,2,Fencing,,,,20150716,,,1001831159,,,,,,,,Sidewalk,,Engineering,,114,,,20150716,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
1715,,5,No Post Guardrail,,,,20150716,,,1001831158,Final AB,,,,,,,Sidewalk,,Engineering,,114,Concrete,,20150716,,,,,,,,Engineering,Surrey,Not Painted,,,,3813-6140-00,,,,,,,In Service,,,,,,,,,,2014,,
1716,,2,Fencing,,,,20150716,,,1001831166,Final AB,,,,,,,Walkway,,Engineering,,114,Log Rail,,20150716,,,,,,,,Engineering,Surrey,Not Painted,,,,3813-6140-00,,,,,,,In Service,,,,,,,,,,2014,,
1717,,2,Fencing,,,,20141014,,,1001790311,Final AB,,,,,,,Other,,Engineering,,,Chain Link,,20150717,,,,,,,,Engineering,Surrey,Black,,,,7811-0044-00,,,,,,,In Service,,,,,,,,,,2014,,
1718,,2,Fencing,,,,20141014,,,1001790305,Initial AB,,,,,,,Other,,Engineering,,,Wooden,,20150717,,,,,,,,Engineering,Surrey,Not Painted,,,,7811-0328-00,,,,,,,In Service,,,,,,,,,,2014,,
1719,,2,Fencing,,,,20151013,,,1001842215,Final AB,,,,,,,Bridge,,Engineering,,,Log Rail,,20151013,,,,,,,,Engineering,Surrey,Not Painted,,,,3813-6020-00,,,,,,,In Service,,,,,,,,,,2015,,
1720,,2,Fencing,,,,20151013,,,1001842235,Final AB,,,,,,,Bridge,,Engineering,,,Log Rail,,,,,,,,,,Engineering,Surrey,Not Painted,,,,3813-6020-00,,,,,,,In Service,,,,,,,,,,2015,,
1721,,2,Fencing,,,,20151013,,,1001842236,Final AB,,,,,,,Bridge,,Engineering,,,Log Rail,,,,,,,,,,Engineering,Surrey,Not Painted,,,,3813-6020-00,,,,,,,In Service,,,,,,,,,,2015,,
1722,,2,Fencing,,,,20150805,,,1001833502,Initial AB,,,,,,,Retaining Wall,,Engineering,,,Chain Link,,20150805,,,,,,,,Engineering,Surrey,Not Painted,,,,7812-0125-00,,,,,,,In Service,,,,,,,,,,2015,,
1723,,6,Retaining Wall,,,,20150805,,,1001833501,Initial AB,,,,,,,Walkway,,Engineering,,,Block,,,,,,,,,,Engineering,Surrey,Not Painted,,,,7812-0125-00,,,,,,,In Service,,,,,,,,,,2015,,
1724,,6,Retaining Wall,,,,20151014,,,1001842397,Final AB,,,,,,,Other,,Engineering,,,Block,,20151014,,,,,,,,Engineering,Surrey,Not Painted,,,,1209-5080-00,,,,,,,In Service,,,,,,,,,,2014,,
1725,,2,Fencing,,,,20150805,,,1001833499,Initial AB,,,,,,,Walkway,,Engineering,,,Log Rail,,20150805,,,,,,,,Engineering,Surrey,Not Painted,,,,7812-0125-00,,,,,,,In Service,,,,,,,,,,2015,,
1726,,6,Retaining Wall,,,,20150805,,,1001833497,Initial AB,,,,,,,Walkway,,Engineering,,,Block,,,,,,,,,,Engineering,Surrey,Not Painted,,,,7812-0125-00,,,,,,,In Service,,,,,,,,,,2015,,
1727,,6,Retaining Wall,,,,20150805,,,1001833525,Final AB,0.6,,,,,,Multi-use Pathway,,Engineering,,122,Block,,20150805,,,,,,,,Engineering,Surrey,Not Painted,,,,3811-6010-00,,,,,,,In Service,,,,,,,,,,2014,,
1728,,5,No Post Guardrail,,,,20171018,,,1001951788,Final AB,,,,,,,Lane,,,,125,Concrete,,20180711,2,,,,,,,,Surrey,Reflectorized,,,,7815-0046-00,,,,,,,In Service,,,,,,,,,,2018,,
1729,,2,Fencing,,,,20120926,,,1001434883,Final AB,,,,,,,Other,,Engineering,,,Log Rail,,20130704,,,,,,,,Engineering,Surrey,,,,,7811-0147-00,,,,,,,In Service,,,,,,,,,,2013,,
1730,,2,Fencing,,,,20120926,,,1001434882,Final AB,,,,,,,Other,,Engineering,,,Log Rail,,20130704,,,,,,,,Engineering,Surrey,,,,,7811-0147-00,,,,,,,In Service,,,,,,,,,,2013,,
1731,,5,No Post Guardrail,,,,20120926,,,1001434881,Final AB,,,,,1001434880,,Lane,,Engineering,,,Concrete,,20130704,,,,,,,,Engineering,Surrey,Yellow,,,,7811-0147-00,,,,,,,In Service,,,,,,,,,,2013,,
1732,,5,No Post Guardrail,,,,20120926,,,1001434879,Final AB,,,,,,,Lane,,Engineering,,,Concrete,,20130704,,,,,,,,Engineering,Surrey,Yellow,,,,7811-0147-00,,,,,,,In Service,,,,,,,,,,2013,,
1733,,2,Fencing,,,,20120926,,,1001434862,Final AB,,,,,1001434859,,Other,,Engineering,,,Log Rail,,20130704,,,,,,,,Engineering,Surrey,,,,,7811-0147-00,,,,,,,In Service,,,,,,,,,,2013,,
1734,,2,Fencing,,,,20120926,,,1001434859,Final AB,,,,,1001434858,,Other,,Engineering,,,Log Rail,,20130704,,,,,,,,Engineering,Surrey,,,,,7811-0147-00,,,,,,,In Service,,,,,,,,,,2013,,
1735,,6,Retaining Wall,Allan Block Wall,,,20120927,,,1001434897,Final AB,,,,,,,Multi-use Pathway,,Engineering,,,Concrete,,20130704,,,,,,,,Engineering,Surrey,,,,,7811-0147-00,,,Concrete,,,,In Service,,,,,,,,,,2013,,
1736,,6,Retaining Wall,Allan Block Wall,,,20120927,,,1001434896,Final AB,,,,,,,Multi-use Pathway,,Engineering,,,Concrete,,20130704,,,,,,,,Engineering,Surrey,,,,,7811-0147-00,,,Concrete,,,,In Service,,,,,,,,,,2013,,
1737,,2,Fencing,,,,20130704,,,1001605110,,,,,,,,Road,,Engineering,,,Log Rail,,20130704,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
1738,,5,No Post Guardrail,,,,20171018,,,1001951863,Final AB,,,,,,,Lane,,,,125,Concrete,,20180711,2,,,,,,,,Surrey,Reflectorized,,,,7815-0046-00,,,,,,,In Service,,,,,,,,,,2018,,
1739,,2,Fencing,,,,20110111,,,1001186456,Final AB,,,,,,,Retaining Wall,,Engineering,,,Chain Link,,20140306,,,,,,,,Engineering,Private,Not Painted,,,,7807-0159-00,,,,,,,In Service,,,,,,,,,,2010,,
1740,,5,No Post Guardrail,,,,20140306,,,1001733197,Final AB,,,,,,,Other,,Engineering,,,Concrete,,20140306,,,,,,,,Engineering,Surrey,Not Painted,,,,7810-0245-00,,,,,,,In Service,,,,,,,,,,2014,,
1741,,5,No Post Guardrail,,,,20180711,,,1002104382,Final AB,,,,,,,Road,,Engineering,,125,Concrete,,20180711,3,,,,,,,Engineering,Surrey,,,,,7815-0046-00,,,,,,,In Service,,,,,,,,,,2018,,
1742,,5,No Post Guardrail,Digitized Via 2013 Air Photo,,,20140505,,,1001746393,,,,,,,,Other,,Engineering,,,Concrete,,,,,,,,,,Engineering,Surrey,,,,,,,,,,,,In Service,,,,,,,,,,,,
1743,,5,No Post Guardrail,,,,20110525,,,1001171375,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20140515,,,,10,,,,Engineering,Surrey,Yellow,,,,7805-0338-00,,,,,,,In Service,,,,,,,,,,2011,,
1744,,6,Retaining Wall,Shotcrete Wall,,,20180718,,,1002112792,Initial AB,,,,,1002112782,0,Lane,,Engineering,,011,Concrete,,20180719,,,,,,,,Engineering,Surrey,Not Painted,,,,1716-8070-00,,,,,,,In Service,,,,,,,,,,2018,,0
1745,,2,Fencing,,,,20180719,,,1002114009,Initial AB,,,,,1002112792,0,Retaining Wall,,Engineering,,011,Chain Link,,20180719,,,,,,,,Engineering,Surrey,Not Painted,,,,1716-8070-00,,,,,,,In Service,,,,,,,,,,2018,,0
1746,,2,Fencing,,,,20140826,,,1001777605,Final AB,,,,,,,Sidewalk,,Engineering,,,Log Rail,,20140826,,,,,,,,Engineering,Surrey,Not Painted,,,,1710-7010-00,,,,,,,In Service,,,,,,,,,,2014,,
1747,,6,Retaining Wall,,,,20140826,,,1001777548,Final AB,,,,,,,Sidewalk,,Engineering,,,Block,,20140826,,,,,,,,Engineering,Surrey,Not Painted,,,,3810-6010-00,,,,,,,In Service,,,,,,,,,,2014,,
1748,,2,Fencing,,,,20140826,,,1001777606,Final AB,,,,,,,Sidewalk,,Engineering,,,Log Rail,,20140826,,,,,,,,Engineering,Surrey,Not Painted,,,,1710-7010-00,,,,,,,In Service,,,,,,,,,,2014,,
1749,,2,Fencing,,,,20140910,,,1001780493,Final AB,,,,,,,Walkway,,Engineering,,078,Log Rail,,20140910,,,,,,,,Engineering,Surrey,Not Painted,,,,3807-6080-00,,,,,,,In Service,,,,,,,,,,2012,,
1750,,2,Fencing,,,,20140910,,,1001780494,,,,,,,,Road,,Engineering,,,Log Rail,,20140910,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
1751,,2,Fencing,,,,20140910,,,1001780455,Final AB,,,,,,,Walkway,,Engineering,,,Log Rail,,20140910,,,,,,,,Engineering,Surrey,Not Painted,,,,3807-6080-00,,,,,,,In Service,,,,,,,,,,2012,,
1752,,2,Fencing,,,,20140910,,,1001780456,Final AB,,,,,,,Walkway,,Engineering,,,Log Rail,,20140910,,,,,,,,Engineering,Surrey,Not Painted,,,,3807-6080-00,,,,,,,In Service,,,,,,,,,,2012,,
1753,,6,Retaining Wall,,,,20140910,,,1001780500,Final AB,,,,,,,Sidewalk,,Engineering,,131,Block,,20140910,,,,,,,,Engineering,Surrey,Not Painted,,,,1704-3480-00,,,,,,,In Service,,,,,,,,,,2012,,
1754,,2,Fencing,,,,20140918,,,1001780936,Final AB,,,,,,,Sidewalk,,Engineering,,021,Log Rail,,20140918,,,,,,,,Engineering,Surrey,Not Painted,,,,1707-7020-00,,,,,,,In Service,,,,,,,,,,2008,,
1755,,2,Fencing,,,,20140918,,,1001780937,Final AB,,,,,,,Road,,Engineering,,021,Log Rail,,20140918,,,,,,,,Engineering,Surrey,Not Painted,,,,1707-7020-00,,,,,,,In Service,,,,,,,,,,2008,,
1756,,2,Fencing,,,,20140910,,,1001780477,Final AB,,,,,,,Walkway,,Engineering,,,Log Rail,,20140910,,,,,,,,Engineering,Surrey,Not Painted,,,,3807-6080-00,,,,,,,In Service,,,,,,,,,,2012,,
1757,,2,Fencing,,,,20140910,,,1001780478,Final AB,,,,,,,Walkway,,Engineering,,,Log Rail,,20140910,,,,,,,,Engineering,Surrey,Not Painted,,,,3807-6080-00,,,,,,,In Service,,,,,,,,,,2012,,
1758,,5,No Post Guardrail,,,,20140829,,,1001778269,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20140829,,,,,,,,Engineering,Surrey,Not Painted,,,,1710-8020-00,,,,,,,In Service,,,,,,,,,,2011,,
1759,,5,No Post Guardrail,,,,20140829,,,1001778277,,,,,,,,,,Engineering,,,Concrete,,,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
1760,,3,Handrail,,,,20110314,,,1001191008,Final AB,,,,,,,Sidewalk,,Engineering,,,Metal Tube,,20150812,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 71101-1004,,,,,,,In Service,,,,,,,,,,2009,,
1761,,5,No Post Guardrail,,,,20170419,,,1001927552,Initial AB,,,,,,,Road,,Engineering,,125,Concrete,,20180522,,,,,,,,Engineering,Surrey,Yellow,,,,7815-0087-00,,,,,,,In Service,,,,,,,,,,2017,,
1762,,5,No Post Guardrail,,,,20170425,,,1001928344,EC,,,,,1001928343,0,Road,,Engineering,,,Concrete,,20170425,,,,,,,,Engineering,Surrey,,,,,7806-0266-00,,,,,,,Proposed,,,,,,,,,,,,0
1763,,2,Fencing,,,,20180522,,,1002036737,Initial AB,,,,,,,Sidewalk,,Engineering,,125,Wooden,,,,,,,,,,Engineering,Surrey,Not Painted,,,,7815-0087-00,,,,,,,In Service,,,,,,,,,,2017,,
1764,,6,Retaining Wall,,,,20150709,,,1001830629,Final AB,0.5,,,,,,Multi-use Pathway,,Engineering,,,Block,,20150825,,,,,,,,Engineering,Surrey,Not Painted,,,,3810-6160-00,,,,,,,In Service,,,,,,,,,,2015,,
1765,,6,Retaining Wall,,,,20150825,,,1001835590,Final AB,0.5,,,,1001830629,0,Multi-use Pathway,,Engineering,,,Block,,20150825,,,,,,,,Engineering,Surrey,Not Painted,,,,3810-6160-00,,,,,,,In Service,,,,,,,,,,2015,,0
1766,,2,Fencing,,,,20150709,,,1001830620,Final AB,,,,,,,Multi-use Pathway,,Engineering,,,Log Rail,,20150825,,,,,,,,Engineering,Surrey,Not Painted,,,,3810-6160-00,,,,,,,In Service,,,,,,,,,,2015,,
1767,,2,Fencing,,,,20150709,,,1001830621,Final AB,,,,,,,Multi-use Pathway,,Engineering,,,Log Rail,,20150825,,,,,,,,Engineering,Surrey,Not Painted,,,,3810-6160-00,,,,,,,In Service,,,,,,,,,,2015,,
1768,,2,Fencing,,,,20150709,,,1001830622,Final AB,,,,,,,Multi-use Pathway,,Engineering,,,Log Rail,,20150825,,,,,,,,Engineering,Surrey,Not Painted,,,,3810-6160-00,,,,,,,In Service,,,,,,,,,,2015,,
1769,,2,Fencing,,,,20150709,,,1001830623,Final AB,,,,,,,Multi-use Pathway,,Engineering,,,Log Rail,,20150825,,,,,,,,Engineering,Surrey,Not Painted,,,,3810-6160-00,,,,,,,In Service,,,,,,,,,,2015,,
1770,,2,Fencing,,,,20150709,,,1001830624,Final AB,,,,,,,Multi-use Pathway,,Engineering,,,Log Rail,,20150825,,,,,,,,Engineering,Surrey,Not Painted,,,,3810-6160-00,,,,,,,In Service,,,,,,,,,,2015,,
1771,,2,Fencing,,,,20150825,,,1001835593,Final AB,,,,,,,Multi-use Pathway,,Engineering,,,Log Rail,,20150825,,,,,,,,Engineering,Surrey,Not Painted,,,,3810-6160-00,,,,,,,In Service,,,,,,,,,,2007,,
1772,,2,Fencing,,,,20150710,,,1001830635,Final AB,,,,,,,Multi-use Pathway,,Engineering,,,Log Rail,,20150825,,,,,,,,Engineering,Surrey,Not Painted,,,,3810-6130-00,,,,,,,In Service,,,,,,,,,,2015,,
1773,,3,Handrail,,,,20130121,,,1001563932,Final AB,,,,,,,Other,,Engineering,,,Metal Tube,,20150825,,,,,,,,Engineering,Surrey,,,,,7805-0393-00,,,,,,,In Service,,,,,,,,,,2012,,
1774,,2,Handrail,Digitized Via 2012 Air Photo,,,20130121,,,1001563956,,,,,,,,Retaining Wall,,Engineering,,,Steel,,20150825,,,,,,,,Engineering,Surrey,,,,,,,,,,,,In Service,,,,,,,,,,,,
1775,,2,Fencing,,,,20180522,,,1002036738,Initial AB,,,,,,,Sidewalk,,Engineering,,125,Wooden,,,,,,,,,,Engineering,Surrey,Not Painted,,,,7815-0087-00,,,,,,,In Service,,,,,,,,,,2017,,
1776,,6,Retaining Wall,,,,20150825,,,1001835596,Final AB,,,,,1001563956,0,Multi-use Pathway,,Engineering,,,Block,,20150825,,,,,,,,Engineering,Surrey,Not Painted,,,,3810-6130-00,,,,,,,In Service,,,,,,,,,,2007,,0
1777,,5,No Post Guardrail,,,,20180604,,,1002053623,Initial AB,,,,,,,Sidewalk,,Engineering,,021,Concrete,,20180604,,,,,,,,Engineering,Surrey,Not Painted,,,,1711-8050-00,,,,,,,In Service,,,,,,,,,,2015,,
1778,,3,Handrail,,,,20150623,,,1001829083,Final AB,,10899,,,,,Retaining Wall,,Engineering,,014,Metal Tube,,20150623,,,,,,,,Engineering,Surrey,Not Painted,,,,1711-7080-00,,,Concrete,10900,,,In Service,,,,,,,,,,2014,,
1779,,5,No Post Guardrail,,,,20140716,,,1001756252,,,,,,,,Sidewalk,,Engineering,,,Concrete,,20140716,,,,,,,,Engineering,Surrey,Reflectorized,,,,7812-0338-00,,,,,,,In Service,,,,,,,,,,2014,,
1780,,2,Fencing,,,,20140522,,,1001750065,Final AB,,,,,,,Other,,Engineering,,,Chain Link,,20140522,,,,,,,,Engineering,Surrey,Black,,,,7806-0510-00,,,,,,,In Service,,,,,,,,,,2013,,
1781,,2,Fencing,,,,20150623,,,1001829062,Final AB,,,,,,,Walkway,,Engineering,,014,Log Rail,,20150623,,,,,,,,Engineering,Surrey,Not Painted,,,,1711-7080-00,,,,10900,,,In Service,,,,,,,,,,2014,,
1782,,2,Fencing,,,,20150623,,,1001829064,Final AB,,,,,,,Walkway,,Engineering,,014,Log Rail,,20150623,,,,,,,,Engineering,Surrey,Not Painted,,,,1711-7080-00,,,,10900,,,In Service,,,,,,,,,,2014,,
1783,,6,Retaining Wall,,,,20150623,,,1001829082,Final AB,,10899,,,,,Sidewalk,,Engineering,,014,Block,,20150623,,,,,,,,Engineering,Surrey,Not Painted,,,,1711-7080-00,,,Concrete,10900,,,In Service,,,,,,,,,,2014,,
1784,,2,Fencing,,,,20140826,,,1001777607,,,,,,,,Other,,Engineering,,,Log Rail,,20140826,,,,,,,,Engineering,Surrey,,,,,,,,,,,,In Service,,,,,,,,,,,,
1785,,2,Fencing,,,,20140826,,,1001777608,,,,,,,,Road,,Engineering,,,Log Rail,,20140826,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
1786,,5,No Post Guardrail,,,,20140829,,,1001778278,,,,,,,,,,Engineering,,,Concrete,,,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
1787,,5,No Post Guardrail,,,,20140829,,,1001778279,,,,,,,,,,Engineering,,,Concrete,,,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
1788,,5,No Post Guardrail,,,,20140829,,,1001778280,,,,,,,,,,Engineering,,,Concrete,,,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
1789,,5,No Post Guardrail,,,,20140829,,,1001778281,,,,,,,,,,Engineering,,,Concrete,,,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
1790,,5,No Post Guardrail,,,,20140829,,,1001778282,,,,,,,,,,Engineering,,,Concrete,,,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
1791,,2,Fencing,,,,20140902,,,1001778670,Final AB,,,,,1001778669,0,Other,,Engineering,,,Wooden,,,,,,,,,,Engineering,Surrey,Not Painted,,,,7810-0083-00,,,,,,,In Service,,,,,,,,,,2013,,0
1792,,2,Fencing,,,,20140910,,,1001780510,Final AB,,,,,,,Sidewalk,,Engineering,,122,Log Rail,,20140910,,,,,,,,Engineering,Surrey,Not Painted,,,,1707-7120-00,,,,,,,In Service,,,,,,,,,,2012,,
1793,,2,Fencing,,,,20140910,,,1001780511,Final AB,,,,,,,Road,,Engineering,,122,Log Rail,,20140910,,,,,,,,Engineering,Surrey,Not Painted,,,,1707-7120-00,,,,,,,In Service,,,,,,,,,,2012,,
1794,,6,Retaining Wall,,,,20140918,,,1001780947,Final AB,,,,,,,Sidewalk,,Engineering,,021,Block,,20140918,,,,,,,,Engineering,Surrey,Not Painted,,,,3807-6060-00,,,Concrete,,,,In Service,,,,,,,,,,2008,,
1795,,2,Fencing,,,,20130730,,,1001607579,Final AB,,,,,,,Lane,,Engineering,,,Chain Link,,20130730,,,,,,,,Engineering,Surrey,Not Painted,,,,7804-0255-00,,,,,,,In Service,,,,,,,,,,2006,,
1796,,2,Fencing,,,,20130103,,,1001562350,Final AB,,,,,,,Other,,Engineering,,,Log Rail,,20130731,,,,,,,,Engineering,Surrey,Not Painted,,,,7804-0112-00,,,,,,,In Service,,,,,,,,,,2008,,
1797,,5,No Post Guardrail,,,,20150525,,,1001729519,Final AB,,,,,,,Lane,,Engineering,,033,Concrete,,20150525,,,,2,,,,Engineering,Surrey,Reflectorized,,,,7812-0074-00,,,,,,,In Service,,,,,,,,,,2014,,
1798,,2,Fencing,,,,20150611,,,1001827687,Final AB,,,,,1001827686,0,Walkway,,Engineering,,,Log Rail,,20150615,,,,,,,,Engineering,Surrey,Not Painted,,,,7813-0030-00,,,,,,,In Service,,,,,,,,,,2015,,0
1799,,2,Fencing,,,,20120224,,,1001404254,Final AB,,,,,,,Sidewalk,,Engineering,,,Wooden,,20130529,,,,,,,,Engineering,Surrey,White,,,,7809-0124-00,,,,,,,In Service,,,,,,,,,,2012,,
1800,,2,Fencing,,,,20130529,,,1001598067,Initial AB,,,,,,,Walkway,,Engineering,,,Chain Link,,20130529,,,,,,,,Engineering,Surrey,Not Painted,,,,7809-0170-00,,,,,,,In Service,,,,,,,,,,2013,,
1801,,2,Fencing,,,,20160824,,,1001888739,Final AB,1.2,,,,,,Multi-use Pathway,,Engineering,,,Wooden,,20160824,,,,,,,,Engineering,Surrey,Not Painted,,,,7812-0208-00,,,,,,,In Service,,,,,,,,,,2016,,
1802,,2,Fencing,,,,20160909,,,1001891671,Initial AB,,,,,,,Other,,Engineering,,,Chain Link,,,,,,,,,,Engineering,Surrey,Not Painted,,,,3814-6120-00,,,,,,,In Service,,,,,,,,,,2015,,
1803,,5,No Post Guardrail,,,,20131017,,,1001714174,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20131017,,,,,,,,Engineering,Surrey,Reflectorized,,,,7812-0018-00,,,,,,,In Service,,,,,,,,,,2013,,
1804,,5,No Post Guardrail,,,,20100413,,,1001155270,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20140825,,,,1,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
1805,,5,No Post Guardrail,,,,20140820,,,1001776315,Final AB,,,,,,,Lane,,Engineering,,,Concrete,,20140820,,,,,,,,Engineering,Surrey,,,,,7811-0166-00,,,,,,,In Service,,,,,,,,,,2014,,
1806,,2,Fencing,,,,20140820,,,1001776320,Initial AB,,,,,,,Lane,,Engineering,,,Chain Link,,20140820,,,,,,,,Engineering,Surrey,Black,,,,7811-0166-00,,,,,,,In Service,,,,,,,,,,2014,,
1807,,2,Fencing,,,,20140820,,,1001776322,Initial AB,,,,,,,Lane,,Engineering,,,Chain Link,,20140820,,,,,,,,Engineering,Surrey,Black,,,,7811-0166-00,,,,,,,In Service,,,,,,,,,,2014,,
1808,,2,Fencing,,,,20140820,,,1001776319,Initial AB,,,,,,,Lane,,Engineering,,,Chain Link,,20140820,,,,,,,,Engineering,Surrey,Black,,,,7811-0166-00,,,,,,,In Service,,,,,,,,,,2014,,
1809,,2,Fencing,,,,20140820,,,1001776321,Initial AB,,,,,,,Lane,,Engineering,,,Chain Link,,20140820,,,,,,,,Engineering,Surrey,Black,,,,7811-0166-00,,,,,,,In Service,,,,,,,,,,2014,,
1810,,2,Fencing,,,,20140827,,,1001777837,Final AB,,,,,,,Sidewalk,,Engineering,,,Log Rail,,20140827,,,,,,,,Engineering,Surrey,Not Painted,,,,1710-7020-00,,,,,,,In Service,,,,,,,,,,2011,,
1811,,2,Fencing,,,,20140827,,,1001777838,Final AB,,,,,,,Sidewalk,,Engineering,,,Log Rail,,20140827,,,,,,,,Engineering,Surrey,Not Painted,,,,1710-7020-00,,,,,,,In Service,,,,,,,,,,2011,,
1812,,2,Fencing,,,,20140827,,,1001777839,,,,,,,,Sidewalk,,Engineering,,,Log Rail,,20140827,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
1813,,2,Fencing,,,,20130619,,,1001603000,Final AB,,,,,,,Multi-use Pathway,,Engineering,,,Log Rail,,20130619,,,,,,,,Engineering,Surrey,Not Painted,,,,3809-6010-00,,,,,,,In Service,,,,,,,,,,2012,,
1814,,2,Fencing,,,,20130619,,,1001603001,Final AB,,,,,,,Multi-use Pathway,,Engineering,,,Log Rail,,20130619,,,,,,,,Engineering,Surrey,Not Painted,,,,3809-6010-00,,,,,,,In Service,,,,,,,,,,2012,,
1815,,6,Retaining Wall,,,,20130619,,,1001603002,Final AB,,,,,,,Multi-use Pathway,,Engineering,,,Block,,20130619,,,,,,,,Engineering,Surrey,Not Painted,,,,3809-6010-00,,,,,,,In Service,,,,,,,,,,2012,,
1816,,6,Retaining Wall,,,,20130619,,,1001603005,Final AB,,,,,,,Multi-use Pathway,,Engineering,,,Block,,20130619,,,,,,,,Engineering,Surrey,Not Painted,,,,3809-6010-00,,,,,,,In Service,,,,,,,,,,2012,,
1817,,6,Retaining Wall,,,,20130619,,,1001603006,Final AB,,,,,,,Multi-use Pathway,,Engineering,,,Block,,20130619,,,,,,,,Engineering,Surrey,Not Painted,,,,3809-6010-00,,,,,,,In Service,,,,,,,,,,2012,,
1818,,2,Fencing,,,,20130619,,,1001603008,Final AB,,,,,,,Multi-use Pathway,,Engineering,,,Log Rail,,20130619,,,,,,,,Engineering,Surrey,Not Painted,,,,3809-6010-00,,,,,,,In Service,,,,,,,,,,2012,,
1819,,2,Fencing,,,,20130619,,,1001603009,Final AB,,,,,,,Multi-use Pathway,,Engineering,,,Log Rail,,20130619,,,,,,,,Engineering,Surrey,Not Painted,,,,3809-6010-00,,,,,,,In Service,,,,,,,,,,2012,,
1820,,2,Fencing,,,,20130619,,,1001603039,Final AB,,,,,,,Road,,Engineering,,,Log Rail,,20130619,,,,,,,,Engineering,Surrey,Not Painted,,,,3808-6050-00,,,,,,,In Service,,,,,,,,,,2012,,
1821,,2,Fencing,,,,20130619,,,1001603040,Final AB,,,,,,,Road,,Engineering,,,Log Rail,,20130619,,,,,,,,Engineering,Surrey,Not Painted,,,,3808-6050-00,,,,,,,In Service,,,,,,,,,,2012,,
1822,,4,Highway No Post Guardrail,,,,20161128,,,1001898293,Final AB,,,,,1001898292,0,Road,,Provincial,,,Concrete,,20161128,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH 12449-2014,,,,,,,In Service,,,,,,,,,,2014,,0
1823,,6,Retaining Wall,,,,20161128,,,1001898292,Final AB,,,,,,,Road,,Provincial,,,Concrete,,20161128,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH 12449-2014,,,,,,,In Service,,,,,,,,,,2014,,
1824,,3,Handrail,For Bus Pad,,,20130619,,,1001603031,Final AB,,,,,,,Sidewalk,,Engineering,,,Metal Tube,,20130619,,,,,,,,Engineering,Surrey,Not Painted,,,,3808-6050-00,,,,,,,In Service,,,,,,,,,,2012,,
1825,,2,Fencing,,,,20161123,,,1001897814,Final AB,1.2,,,,,,Other,,Engineering,,,Chain Link,,,,,,,,,,Engineering,Surrey,Not Painted,,,,1715-7050-00,,,,,,,In Service,,,,,,,,,,2016,,
