,ARDSA_DITCH,CHANNEL_TYPE,CHANNEL_TYPE2,COMMENTS,CRE_DATE,DOWN_ELEVATION,ENABLED,FACILITYID,GIS_ENTRY_STAGE,LEGACYID,MOD_DATE,NAME,OWNER,PROJECT_NO,SENSITIVITY,SLOPE,STATUS,UP_ELEVATION,YR
7606,,1,Ditch,,20000101,0,1,1000788281,Final AB,10002784,20130502,,Surrey,7895-0095-00,A,0,In Service,0,
7607,,1,Ditch,,20020802,,1,1000788185,,386333,20100401,,Surrey,,AO,,In Service,,
7608,,1,Ditch,,20020802,,1,1000782961,,384117,20100401,,Surrey,,A,,In Service,,
7609,,1,Ditch,,20020802,,1,1000785577,,383829,20100401,,Surrey,,AO,,In Service,,
7610,,1,Ditch,,20020802,,1,1000785100,,384010,20100401,,Surrey,,A,,In Service,,
7611,,1,Ditch,,20020802,,1,1000782887,,385012,20100401,,Surrey,,A,,In Service,,
7612,,1,Ditch,,20020802,,1,1000785498,,383893,20100401,,Surrey,,A,,In Service,,
7613,,1,Ditch,,20020802,,1,1000782335,,383897,20100401,,Surrey,,A,,In Service,,
7614,,1,Ditch,,20020802,,1,1000782337,,383895,20100401,,Surrey,,A,,In Service,,
7615,,1,Ditch,,20020802,,1,1000781937,,385408,20100401,,Surrey,,AO,,In Service,,
7616,,1,Ditch,,20120322,,1,1001406069,,1001406068,20120322,,Surrey,,AO,,In Service,,
7617,,1,Ditch,,20120322,,1,1001406067,,1000782403,20120322,,Surrey,,AO,,In Service,,
7618,,0,Creek,,20060629,0,1,1000775246,,301400,20111114,,Surrey,,A,0,In Service,0,
7619,,1,Ditch,,20020802,,1,1000785530,,383935,20111114,,Surrey,,A,,In Service,,
7620,,1,Ditch,,20020802,,1,1000785142,,383948,20100401,,Surrey,,A,,In Service,,
7621,,0,Creek,,20060629,0,1,1000774844,,294817,20130522,Slough Crk,Surrey,,AO,0,In Service,0,
7622,,1,Ditch,,20020731,,1,1000775253,Final AB,379681,20180814,,Surrey,S-3077,B,,In Service,,
7623,,1,Ditch,,20020731,,1,1000775178,,379570,20100401,,Surrey,,AO,,In Service,,
7624,,1,Ditch,,20020731,,1,1000775174,,379658,20130124,,Surrey,,AO,,In Service,,
7625,,1,Ditch,,20020731,,1,1000775155,,379647,20100401,,Surrey,,AO,,In Service,,
7626,,1,Ditch,,20020801,,1,1000775156,,379886,20100401,,Surrey,,AO,,In Service,,
7627,,1,Ditch,,20020731,,1,1000775148,,379648,20100401,,Surrey,,AO,,In Service,,
7628,,1,Ditch,,20020801,,1,1000774810,,379741,20100401,,Surrey,,C,,In Service,,
7629,,1,Ditch,,20020801,,1,1000774811,,379744,20100401,,Surrey,,C,,In Service,,
7630,,1,Ditch,,20020801,,1,1000775119,,379932,20130124,,Surrey,,AO,,In Service,,
7631,,1,Ditch,,20020801,,1,1000774829,,379737,20100401,,Surrey,,AO,,In Service,,
7632,,1,Ditch,,20020801,,1,1000774251,,379923,20100401,,Surrey,,C,,In Service,,
7633,,1,Ditch,,20060629,,1,1000780650,Final AB,403096,20100406,,Surrey,1968,C,0,In Service,,
7634,,1,Ditch,,20060629,,1,1000780730,Final AB,403006,20100406,,Surrey,R-0521,C,0,In Service,,
7635,,1,Ditch,,20060629,,1,1000780729,Final AB,403004,20100406,,Surrey,R-0521,C,0,In Service,,
7636,,1,Ditch,,20100915,67.81,1,1001172471,Final AB,,20100915,,Surrey,MOTH 71101-1003,C,4.87279188,In Service,68.8,2009
7637,,1,Ditch,,20060629,,1,1000780708,,402960,20100406,,Surrey,,C,0,In Service,,
7638,,1,Ditch,,20020801,,1,1000775092,Final AB,379819,20120417,,Surrey,2809,UN,,In Service,,
7639,,1,Ditch,As Per Envirowest June 2017 Report,20170920,,1,1001947335,,,20170920,,Surrey,,B,,In Service,,
7640,,1,Ditch,,20160203,,1,1001857408,Final AB,1000780666,20150911,,Surrey,R-764,C,0,In Service,,
7641,,1,Ditch,,20060629,,1,1000780672,Final AB,403132,20120613,,Surrey,R-764,C,0,In Service,,
7642,,1,Ditch,,20060629,,1,1000780669,Final AB,403129,20100406,,Surrey,R-764,C,0,In Service,,
7643,,0,Creek,Updated to SHIM 2006,20060629,,1,1000781974,,259189,20140305,Sullivan Heights Crk,Surrey,,A,0,In Service,,
7644,,1,Ditch,,20060629,,1,1000790340,Final AB,404180,20100406,,Surrey,R-2506,C,0,In Service,,
7645,,1,Ditch,,20060629,,1,1000790335,Final AB,404173,20100406,,Surrey,R-310,C,0,In Service,,
7646,,1,Ditch,,20030226,,1,1000790479,,395304,20140128,,Surrey,,C,0,In Service,,
7647,,1,Ditch,,20060629,,1,1000783562,,404345,20100401,,Surrey,,C,0,In Service,,
7648,,1,Ditch,,20060629,,1,1000790324,Final AB,404150,20100406,,Surrey,4861,C,0,In Service,,
7649,,1,Ditch,,20030708,,1,1000781291,,405380,20120604,,Surrey,,A,0,In Service,,
7650,,1,Ditch,,20060629,,1,1000781299,,405390,20120604,,Surrey,,A,0,In Service,,
7651,,0,Creek,Updated to SHIM 2007,20120604,,1,1001414635,Final AB,1001414634,20120629,Bear Crk,Surrey,,A,0,In Service,,
7652,,0,Creek,Updated to SHIM 2007 - Side Channel,20120604,,1,1001414636,,1001414635,20120629,Bear Crk,Surrey,,A,0,In Service,,
7653,,0,Creek,Updated to SHIM 2007,20120604,,1,1001414634,Final AB,1000781364,20120629,Bear Crk,Surrey,,A,0,In Service,,
7654,,1,Ditch,,20060926,,1,1000801589,Final AB,,20120604,,Surrey,7804-0202-00,A,,In Service,,2006
7655,,0,Creek,Updated to SHIM 2007,20120604,,1,1001414619,,1000781368,20120629,Bear Crk,Surrey,,A,0,In Service,,
7656,,1,Ditch,,20060629,,1,1000781369,,405372,20120604,,Surrey,,A,0,In Service,,
7657,,0,Creek,Updated to SHIM 2007,20060629,,1,1000781370,,405373,20120629,Bear Crk,Surrey,,A,0,In Service,,
7658,,1,Ditch,,20090619,,1,1001125976,,405282,20100406,,Surrey,7804-0307-00,C,0,In Service,,
7659,,0,Creek,Updated to SHIM 2007,20120605,,1,1001414792,,1000781757,20120629,Bear Crk,Surrey,,A,0,In Service,,
7660,,1,Ditch,,20060629,,1,1000781703,,405815,20111116,,Surrey,,A,0,In Service,,
7661,,0,Creek,Updated to SHIM 2007,20120605,,1,1001414807,,,20120629,Bear Crk,Surrey,,A,,In Service,,
7662,,0,Creek,Updated to SHIM 2007,20120605,,1,1001414761,Final AB,1000784569,20120629,,Surrey,7887-4950,A,0,In Service,,
7663,,0,Creek,Updated to SHIM 2007,20060629,,1,1000781450,,405911,20120629,,Surrey,,A,0,In Service,,
7664,,1,Ditch,,20060629,,1,1000781442,Final AB,405901,20110519,,Surrey,,C,0,In Service,,
7665,,0,Creek,Updated to SHIM 2007,20060629,,1,1000781439,Final AB,405898,20120629,Enver Crk,Surrey,,A,0,In Service,,
7666,,1,Ditch,,20060629,,1,1000781443,Final AB,405902,20110519,,Surrey,,C,0,In Service,,
7667,,0,Creek,Updated to SHIM 2007,20060629,,1,1000781772,,405803,20120530,Bear Crk,Surrey,,A,0,In Service,,
7668,,0,Creek,Updated to SHIM 2007,20060529,,1,1000784639,,407993,20120530,Bear Crk,Surrey,,A,0,In Service,,
7669,,0,Creek,Updated to SHIM 2007,20120213,,1,1001360630,Final AB,1000781583,20120629,Enver Crk,Surrey,2340,A,0,In Service,,
7670,,0,Creek,Updated to SHIM 2007,20060629,,1,1000781591,,405825,20120629,Enver Crk,Surrey,,A,0,In Service,,
7671,,0,Creek,Updated to SHIM 2007,20060629,0,1,1000784751,Final AB,108247,20120629,King Crk,Surrey,7889-0077-00,A,0,In Service,0,
7672,,1,Ditch,Updated to SHIM 2007,20031117,,1,1000784651,,408006,20120629,,Surrey,,B,0,In Service,,
7673,,1,Ditch,Updated to SHIM 2007,20031117,,1,1000784652,,408007,20130212,,Surrey,,B,0,In Service,,
7674,,1,Ditch,Updated to SHIM 2007,20140708,,1,1001755644,Final AB,1000784646,20140708,,Surrey,4926,B,0,In Service,,
7675,,1,Ditch,Updated to SHIM 2007,20060629,,1,1000784643,Final AB,407998,20140501,,Surrey,4926,B,0,In Service,,
7676,,1,Ditch,Updated to SHIM 2007,20060629,,1,1000784648,Final AB,408003,20120629,,Surrey,4926,B,0,In Service,,
7677,,1,Ditch,Updated to SHIM 2007,20060629,,1,1000784649,Final AB,408004,20120629,,Surrey,4926,B,0,In Service,,
7678,,0,Creek,Updated to SHIM 2007,20060629,,1,1000786187,Final AB,407841,20120629,Enver Crk,Surrey,7886-1370,B,0,In Service,,
7679,,0,Creek,Updated to SHIM 2007,20060629,,1,1000786184,,407837,20120629,Enver Crk,Surrey,,B,0,In Service,,
7680,,0,Creek,,20131218,,1,1001721788,Final AB,1001413949,20170421,Quibble Crk,Surrey,3557,A,0,In Service,,2006
7681,,0,Creek,Updated to SHIM 2007,20120525,,1,1001413947,,1001413946,20130501,Quibble Crk,Surrey,,B,0,In Service,,
7682,,1,Ditch,,20031219,,1,1000790841,,408768,20100401,,Surrey,,C,0,In Service,,
7683,,1,Ditch,,20031117,,1,1000784656,,408011,20100406,,Surrey,,C,0,In Service,,
7684,,0,Creek,Updated to SHIM 2007,20120531,,1,1001414306,,1000789306,20140422,,Surrey,,A,0,In Service,,
7685,,1,Ditch,,20060629,,1,1000790915,,408685,20150106,,Surrey,,C,0,In Service,,
7686,,1,Ditch,,20060629,,1,1000790796,,408727,20140523,,Surrey,I-907,C,0,In Service,,
7687,,1,Ditch,,20150107,,1,1001800801,,1001800800,20150107,,Surrey,I-907,C,0,In Service,,
7688,,1,Ditch,,20060629,,1,1000790989,Final AB,389045,20100406,,Surrey,3309,UN,0,In Service,,
7689,,0,Creek,,20040210,,1,1000786415,,10000435,20100401,,Surrey,,A,0,In Service,,
7690,,1,Ditch,,20060629,,1,1000790853,Final AB,10002521,20100406,,Surrey,R-305,C,0,In Service,,
7691,,1,Ditch,,20140509,,1,1001748095,Final AB,1000789432,20100406,,Surrey,A-195,UN,0,In Service,,
7692,,1,Ditch,,20060629,,1,1000789430,Final AB,389301,20140422,,Surrey,,UN,0,In Service,,2003
7693,,1,Ditch,,20040212,,1,1000786355,,10000504,20100401,,Surrey,,C,0,In Service,,
7694,,0,Creek,,20150925,,1,1001840400,Final AB,1000786423,20150925,Hawthorne Crk,Surrey,R925,B,0,In Service,,
7695,,1,Ditch,FT01736,20040213,105.78,1,1000786380,,10000566,20150211,,Surrey,,C,3.11819261,In Service,109.10000000000001,
7696,,1,Ditch,,20040213,,1,1000786379,,10000565,20100401,,Surrey,,C,0,In Service,,
7697,,0,Creek,,20040210,,1,1000786408,,10000418,20100401,Bon Accord Crk,Surrey,,A,0,In Service,,
7698,,1,Ditch,,20080121,,1,1000841511,Initial AB,,20111013,,Surrey,7803-0315-00,A,,In Service,,2006
7699,,1,Ditch,,20080121,,1,1000841510,Initial AB,,20111013,,Surrey,7803-0315-00,A,,In Service,,2006
7700,,1,Ditch,,20040211,,1,1000786443,,10000463,20140603,,Surrey,,C,0,In Service,,
7701,,1,Ditch,,20040205,,1,1000790978,,10000203,20100406,,Surrey,,C,0,In Service,,
7702,,1,Ditch,,20040218,,1,1000769795,,10000757,20150108,,Surrey,,C,0,In Service,,
7703,,1,Ditch,,20040218,,1,1000769870,,10000762,20150108,,Surrey,,C,0,In Service,,
7704,,1,Ditch,,20040219,,1,1000769802,,10000877,20100401,,Surrey,,C,0,In Service,,
7705,,1,Ditch,SEE CRRP 13-045254,20040219,,1,1000769776,,10000867,20150107,,Surrey,,C,0,In Service,,
7706,,1,Ditch,,20040219,,1,1000769769,,10000860,20100401,,Surrey,,C,0,In Service,,
7707,,1,Ditch,,20040212,,1,1000786370,,10000556,20100401,,Surrey,,C,0,In Service,,
7708,,1,Ditch,,20040212,,1,1000786375,,10000561,20140604,,Surrey,,C,0,In Service,,
7709,,1,Ditch,,20130625,,1,1001603827,,1000786291,20130625,,Surrey,,C,0,In Service,,
7710,,1,Ditch,,20020802,,1,1000771588,,386669,20100401,,Surrey,,UN,,In Service,,
7711,,1,Ditch,,20040218,,1,1000769790,,10000750,20100401,,Surrey,,C,0,In Service,,
7712,,1,Ditch,,20040218,,1,1000769789,,10000749,20100401,,Surrey,,C,0,In Service,,
7713,,1,Ditch,,20040218,,1,1000769783,,10000741,20100401,,Surrey,,C,0,In Service,,
7714,,1,Ditch,,20040219,,1,1000769916,,10000810,20100401,,Surrey,,C,0,In Service,,
7715,,0,Creek,,20040219,,1,1000769832,,10000816,20100401,Alexandra Crk,Surrey,,B,0,In Service,,
7716,,1,Ditch,,20060629,,1,1000769833,Final AB,10000817,20100406,,Surrey,D-240,UN,0,In Service,,
7717,,2,River,,20051129,,1,1000771603,,10000355,20100406,Fraser River,Surrey,,A,0,In Service,,
7718,,1,Ditch,,20040219,,1,1000769857,,10000843,20100401,,Surrey,,C,0,In Service,,
7719,,0,Creek,,20040219,,1,1000769864,,10000850,20100401,Wellington Crk,Surrey,,B,0,In Service,,
7720,,1,Ditch,,20040219,,1,1000769858,,10000844,20100401,,Surrey,,B,0,In Service,,
7721,,1,Ditch,,20150422,,1,1001819449,,1001819447,20150422,,Surrey,,A,0,In Service,,
7722,,1,Ditch,,20040217,,1,1000769956,,10000715,20100401,,Surrey,,C,0,In Service,,
7723,,1,Ditch,,20150422,,1,1001819459,,1000769944,20150812,,Surrey,,A,0,In Service,,
7724,,1,Ditch,,20040217,,1,1000769944,,10000703,20150422,,Surrey,,A,0,In Service,,
7725,,2,River,,20051129,,1,1000771601,,10000353,20100406,Fraser River,Surrey,,A,0,In Service,,
7726,,1,Ditch,,20040217,,1,1000769943,,10000702,20150422,,Surrey,,A,0,In Service,,
7727,,1,Ditch,,20060629,,1,1000779283,,405714,20160315,,Surrey,,C,0,In Service,,
7728,,1,Ditch,,20040206,,1,1000779254,,10000271,20170327,,Surrey,,B,0,In Service,,
7729,,1,Ditch,,20040206,,1,1000779250,,10000265,20100406,,Surrey,,B,0,In Service,,
7730,,1,Ditch,,20060629,,1,1000777666,,397133,20100401,,Surrey,,C,,In Service,,
7731,,1,Ditch,,20020905,,1,1000776684,,397224,20130506,,Surrey,,C,,In Service,,
7732,,1,Ditch,,20020905,,1,1000777672,,397168,20100401,,Surrey,,C,,In Service,,
7733,,1,Ditch,,20020905,,1,1000776692,,397236,20100401,,Surrey,,C,,In Service,,
7734,,1,Ditch,,20020905,,1,1000788262,,397244,20100401,,Surrey,,C,,In Service,,
7735,,0,Creek,,20060629,0,1,1000777665,,320887,20111115,Anderson Crk,Surrey,,A,0,In Service,0,
7736,,0,Creek,,20040811,,1,1000788284,,10002794,20100406,Barbara Crk,Surrey,,UN,0,In Service,,
7737,,1,Ditch,,20040729,,1,1000788277,,10002744,20100406,,Surrey,,UN,0,In Service,,
7738,,0,Creek,,20060629,,1,1000788294,,306462,20130501,Barbara Crk,Surrey,,A,,In Service,,
7739,,1,Ditch,,20020802,,1,1000782346,,386256,20100401,,Surrey,,AO,,In Service,,
7740,,1,Ditch,,20020802,,1,1000782344,,386248,20100401,,Surrey,,AO,,In Service,,
7741,,1,Ditch,,20020802,,1,1000782415,,385364,20100401,,Surrey,,AO,,In Service,,
7742,,1,Ditch,,20020802,,1,1000782402,,385346,20100401,,Surrey,,AO,,In Service,,
7743,,1,Ditch,,20020802,,1,1000788650,,386267,20130326,,Surrey,,AO,,In Service,,
7744,,1,Ditch,,20130326,,1,1001582059,Final AB,1000788648,20130326,,Surrey,4812-4070-00,AO,,In Service,,2012
7745,,1,Ditch,,20020802,,1,1000788180,,386266,20100705,,Surrey,,B,,In Service,,
7746,,1,Ditch,,20020802,,1,1000788197,,386285,20100401,,Surrey,,AO,,In Service,,
7747,,1,Ditch,,20180821,-0.46,1,1002128434,Initial AB,,20180821,,Surrey,7806-0213-00,B,0.4510422,In Service,-0.37,2018
7748,,1,Ditch,,20180821,0.07,1,1002128428,Initial AB,,20180821,,Surrey,7806-0213-00,B,0.49984798,In Service,0.17,2018
7749,,1,Ditch,,20020802,,1,1000782254,,386442,20100401,,Surrey,,AO,,In Service,,
7750,,1,Ditch,,20020802,,1,1000788200,,386289,20100401,,Surrey,,AO,,In Service,,
7751,,1,Ditch,,20020802,,1,1000788202,,386291,20100401,,Surrey,,AO,,In Service,,
7752,,1,Ditch,,20020802,,1,1000782685,,384999,20100401,,Surrey,,AO,,In Service,,
7753,,1,Ditch,,20020802,,1,1000782327,,384104,20100401,,Surrey,,A,,In Service,,
7754,,1,Ditch,,20020802,,1,1000782323,,383954,20100401,,Surrey,,A,,In Service,,
7755,,1,Ditch,,20020802,,1,1000781940,,385411,20100401,,Surrey,,AO,,In Service,,
7756,,1,Ditch,,20020802,,1,1000781932,,385403,20100401,,Surrey,,AO,,In Service,,
7757,,1,Ditch,,20091028,,1,1001136276,,385340,20100406,,Surrey,4800-4040-00,AO,,In Service,,
7758,,1,Ditch,,20060629,-1.95,1,1000782211,Final AB,10004623,20100406,,Surrey,4802-4080-02,AO,0,In Service,-1.95,2005
7759,,1,Ditch,,20050823,-1.95,1,1000782204,Final AB,10004615,20100406,,Surrey,4802-4080-02,AO,0,In Service,-1.95,2005
7760,,1,Ditch,,20000802,,1,1000782824,,385026,20100401,,Surrey,,AO,0,In Service,,2005
7761,,1,Ditch,,20020802,,1,1000782382,,385449,20100401,,Surrey,,AO,,In Service,,
7762,,1,Ditch,,20020802,,1,1000782321,,384106,20100401,,Surrey,,A,,In Service,,
7763,,1,Ditch,,20020802,,1,1000782319,,384012,20100401,,Surrey,,UN,,In Service,,
7764,,2,River,,20050211,,1,1000782302,,10004425,20100406,Serpentine River,Surrey,,A,0,In Service,,
7765,,2,River,,20050211,,1,1000782300,,10004423,20100406,Serpentine River,Surrey,,A,0,In Service,,
7766,,1,Ditch,,20000802,,1,1000782413,,385362,20131007,,Surrey,,A,0,In Service,,
7767,,1,Ditch,,20020801,,1,1000774840,,379803,20100401,,Surrey,,AO,,In Service,,
7768,,1,Ditch,,20171011,,1,1001950648,Final AB,1000770651,20171011,,Surrey,4815-4130-00,A,,In Service,,2017
7769,,1,Ditch,,20020802,,1,1000782828,,385036,20111013,,Surrey,,AO,,In Service,,
7770,,2,River,,20060629,0,1,1000782876,,301992,20100406,Serpentine River,Surrey,,A,0,In Service,0,
7771,,1,Ditch,,20060629,-1.95,1,1000782214,Final AB,10004626,20100406,,Surrey,4802-4080-02,AO,26.400000000000002,In Service,-0.3,2005
7772,,1,Ditch,,20020801,,1,1000774730,,379703,20100401,,Surrey,,AO,,In Service,,
7773,,1,Ditch,,20051124,0,1,1000774263,,10005481,20100401,,Surrey,,AO,0,In Service,0,
7774,,1,Ditch,,20051123,,1,1000782235,,10005349,20100401,,Surrey,,A,0,In Service,,
7775,,1,Ditch,,20051124,0,1,1000774266,,10005484,20100401,,Surrey,,AO,0,In Service,0,
7776,,1,Ditch,,20051124,0,1,1000774267,,10005485,20100401,,Surrey,,AO,0,In Service,0,
7777,,1,Ditch,,20020801,,1,1000774816,,379751,20100401,,Surrey,,AO,,In Service,,
7778,,1,Ditch,,20000801,,1,1000774247,,379826,20100401,,Surrey,,A,0,In Service,,2003
7779,,1,Ditch,,20020801,,1,1000774851,,379938,20100401,,Surrey,,AO,,In Service,,
7780,,1,Ditch,,20020801,,1,1000774854,,379761,20100401,,Surrey,,AO,,In Service,,
7781,,1,Ditch,,20020801,,1,1000774733,,379827,20100401,,Surrey,,AO,,In Service,,
7782,,1,Ditch,,20020801,,1,1000774731,,379906,20100401,,Surrey,,AO,,In Service,,
7783,,1,Ditch,,20020801,,1,1000774787,,379912,20100401,,Surrey,,AO,,In Service,,
7784,,1,Ditch,,20020801,,1,1000774785,,379913,20100401,,Surrey,,AO,,In Service,,
7785,,1,Ditch,,20060629,55.26,1,1000782725,Final AB,403344,20101006,,Surrey,,C,2.85004256,In Service,55.5,
7786,,1,Ditch,,20060629,,1,1000782572,,403368,20100401,,Surrey,,C,0,In Service,,
7787,,1,Ditch,,20060629,,1,1000782573,,403369,20100406,,Surrey,,C,6396.59,In Service,,
7788,,1,Ditch,,20060629,,1,1000781951,,403386,20100401,,Surrey,,C,0,In Service,,
7789,,1,Ditch,,20060629,,1,1000781954,,403392,20100401,,Surrey,,C,0,In Service,,
7790,,1,Ditch,,20060629,,1,1000782515,Final AB,403502,20100406,,Surrey,,C,0,In Service,,
7791,,1,Ditch,,20060629,,1,1000782517,Final AB,403506,20100406,,Surrey,,C,0,In Service,,
7792,,1,Ditch,,20060629,,1,1000782520,Final AB,403512,20100406,,Surrey,,C,0,In Service,,
7793,,0,Creek,Updated to SHIM 2006,20140305,,1,1001732802,,1001732801,20140305,Sullivan Heights Crk,Surrey,,A,0,In Service,,
7794,,0,Creek,Updated to SHIM 2006,20140305,,1,1001732801,,1000781974,20140305,Sullivan Heights Crk,Surrey,,A,0,In Service,,
7795,,1,Ditch,,20060629,,1,1000782777,,382118,20100401,,Surrey,,C,0,In Service,,
7796,,1,Ditch,,20060629,,1,1000782698,,403311,20100406,,Surrey,,C,0,In Service,,
7797,,1,Ditch,,20020801,,1,1000782800,,382113,20100401,,Surrey,,C,,In Service,,
7798,,1,Ditch,Updated to SHIM 2006,20120628,,1,1001416733,,1000783484,20120629,,Surrey,,B,0,In Service,,
7799,,1,Ditch,,20140121,,1,1001725567,,1001177606,20140121,,Surrey,,C,0,In Service,,
7800,,1,Ditch,,20060629,,1,1000782591,Final AB,382104,20100406,,Surrey,D-967,C,0,In Service,,
7801,,1,Ditch,,20060629,,1,1000783452,Final AB,404377,20150114,,Surrey,7887-0800,C,0,In Service,,
7802,,0,Creek,Updated to SHIM 2006,20150114,,1,1001802016,Final AB,1001416793,20150114,Hyland Crk,Surrey,7887-0800,A,0,In Service,,
7803,,1,Ditch,,20060629,,1,1000783483,Final AB,404375,20140203,Hyland Crk,Surrey,D-965,B,0,In Service,,
7804,,1,Ditch,Updated to SHIM 2006,20060629,,1,1000782812,,381950,20120629,,Surrey,,B,0,In Service,,
7805,,0,Creek,Updated to SHIM 2006,20120628,,1,1001416794,Final AB,1001416792,20120629,Hyland Crk,Surrey,7887-0800,A,0,In Service,,
7806,,0,Creek,Updated to SHIM 2006,20060629,,1,1000783467,Final AB,404363,20120629,Hyland Crk,Surrey,7887-0800,A,0,In Service,,
7807,,1,Ditch,,20060629,,1,1000783503,,404457,20100401,,Surrey,,C,0,In Service,,
7808,,1,Ditch,,20060629,,1,1000783394,Final AB,404497,20140319,,Surrey,7890-0062,C,0,In Service,,
7809,,1,Ditch,,20040408,,1,1000783437,Final AB,10001844,20140203,,Surrey,7896-0234-00,C,0,In Service,,
7810,,1,Ditch,,20060629,,1,1000783409,,404544,20100401,,Surrey,,C,0,In Service,,
7811,,1,Ditch,,20060629,,1,1000783411,,404548,20100401,,Surrey,,C,0,In Service,,
7812,,1,Ditch,,20170713,,1,1001940271,,1000783414,20170713,,Surrey,,C,0,In Service,,
7813,,1,Ditch,,20030415,,1,1000783519,,404285,20100401,,Surrey,,C,0,In Service,,
7814,,1,Ditch,,20060629,,1,1000783498,,404426,20100401,,Surrey,,C,0,In Service,,
7815,,1,Ditch,,20120604,,1,1001414700,,,20120604,,Surrey,,A,,In Service,,
7816,,0,Creek,Updated to SHIM 2007,20030704,,1,1000785460,,405335,20120629,Bear Crk,Surrey,,A,0,In Service,,
7817,,0,Creek,Updated to SHIM 2007,20060629,,1,1000781686,,405876,20120629,Bear Crk,Surrey,,A,0,In Service,,
7818,,1,Ditch,,20060629,,1,1000785476,Final AB,10002166,20100406,,Surrey,7885-5720,C,0,In Service,,
7819,,1,Ditch,,20000904,,1,1000781708,Final AB,392103,20140313,,Surrey,,C,0,In Service,,
7820,,1,Ditch,,20060629,,1,1000781461,,405928,20100401,,Surrey,,C,0,In Service,,
7821,,0,Creek,Updated to SHIM 2007,20060629,,1,1000781666,,405854,20120629,Cub Crk,Surrey,,A,0,In Service,,
7822,,0,Creek,Updated to SHIM 2007,20120606,,1,1001415161,,1000781686,20120629,Bear Crk,Surrey,,A,0,In Service,,
7823,,0,Creek,Updated to SHIM 2007,20060629,,1,1000781677,,405865,20120629,Maple Crk,Surrey,,A,0,In Service,,
7824,,0,Creek,Updated to SHIM 2007,20111110,,1,1001219505,,1000781690,20120629,Morningside Crk,Private,,A,0,In Service,,
7825,,0,Creek,Updated to SHIM 2007,20060629,,1,1000781692,,405885,20120629,Bear Crk,Surrey,,A,0,In Service,,
7826,,0,Creek,Updated to SHIM 2007,20060629,,1,1000781465,,405932,20120629,Bear Crk,Surrey,,A,0,In Service,,
7827,,1,Ditch,,20060629,,1,1000786246,Final AB,390610,20120601,,Surrey,9097,A,0,In Service,,
7828,,0,Creek,Updated to SHIM 2007,20060629,,1,1000781727,,405837,20120629,Price Crk,Surrey,,A,0,In Service,,
7829,,0,Creek,Updated to SHIM 2007,20060629,,1,1000781728,,405838,20120629,Price Crk,Surrey,,A,0,In Service,,
7830,,0,Creek,Updated to SHIM 2007,20030808,,1,1000781663,,405850,20120629,Cub Crk,Surrey,,A,0,In Service,,
7831,,1,Ditch,,20060629,,1,1000786250,Final AB,390629,20100406,,Surrey,3842,C,0,In Service,,
7832,,1,Ditch,Updated to SHIM 2007,20060629,,1,1000786243,,10004478,20120629,,Surrey,,B,0,In Service,,
7833,,1,Ditch,Updated to SHIM 2007,20031106,,1,1000786195,,407849,20120629,,Surrey,,B,0,In Service,,
7834,,1,Ditch,,20060629,,1,1000786196,,407850,20120531,,Surrey,,B,0,In Service,,
7835,,1,Ditch,,20060629,,1,1000786242,,10002072,20160809,,Surrey,,C,0,In Service,,
7836,,1,Ditch,,20060629,,1,1000786251,Final AB,390633,20120531,,Surrey,1796-013,A,0,In Service,,
7837,,1,Ditch,,20060629,,1,1000786261,,390707,20100401,,Surrey,,C,0,In Service,,
7838,,1,Ditch,,20060629,,1,1000786189,,407843,20100406,,Surrey,,C,0,In Service,,
7839,,1,Ditch,,20060629,,1,1000786190,,407844,20100406,,Surrey,,C,0,In Service,,
7840,,1,Ditch,,20060629,,1,1000786191,,407845,20100406,,Surrey,,C,0,In Service,,
7841,,1,Ditch,,20060629,,1,1000786193,,407847,20100406,,Surrey,,C,0,In Service,,
7842,,1,Ditch,,20001223,,1,1000789335,,408788,20100401,,Surrey,,C,0,In Service,,
7843,,1,Ditch,,20031224,,1,1000789316,Final AB,408818,20140508,,Surrey,W-163,C,0,In Service,,
7844,,1,Ditch,,20040205,,1,1000790976,,10000201,20100406,,Surrey,,C,0,In Service,,
7845,,1,Ditch,,20120322,,1,1001406175,,1000790958,20120322,,Surrey,,C,0,In Service,,
7846,,1,Ditch,,20040205,,1,1000790960,,10000185,20120323,,Surrey,,C,0,In Service,,
7847,,1,Ditch,,20040205,,1,1000790981,,10000206,20141002,,Surrey,,C,0,In Service,,
7848,,0,Creek,,20040206,,1,1000779240,,10000255,20100401,Bon Accord Crk,Surrey,,A,0,In Service,,
7849,,1,Ditch,,20040204,,1,1000790941,,10000166,20100401,,Surrey,,C,0,In Service,,
7850,,1,Ditch,,20040204,,1,1000790938,,10000163,20100401,,Surrey,,C,0,In Service,,
7851,,1,Ditch,,20120322,,1,1001406135,,1000790948,20120322,,Surrey,,C,0,In Service,,
7852,,0,Creek,,20040206,,1,1000779237,,10000253,20100401,,Surrey,,B,0,In Service,,
7853,,1,Ditch,,20040204,,1,1000790945,,10000170,20120326,,Surrey,,C,0,In Service,,
7854,,1,Ditch,,20040206,,1,1000779261,,10000278,20140610,,Surrey,,C,0,In Service,,
7855,,0,Creek,,20120425,,1,1001410733,,1000779157,20120425,Wallace Crk,Surrey,,B,0,In Service,,
7856,,0,Creek,,20070925,,1,1000833236,Final AB,,20120425,Wallace Crk,Surrey,S-007,B,,In Service,,2006
