,TEMPEST_ACCOUNT_NO,HOUSE_NO,STREET,CRE_DATE,MOD_DATE,Latitude,Longitude
7207,410066,6334,129A ST,,,49.117692,-122.863452
7208,378789,13258,92B AVE,,,49.171033,-122.855312
7209,378793,13455,92 AVE,,,49.170179,-122.849937
7210,378794,9553,134 ST,,,49.176196,-122.851652
7211,378798,13366,93A AVE,,,49.172636,-122.852432
7212,378801,9357,133A ST,,,49.172843,-122.853062
7213,378803,9336,134A ST,,,49.172475,-122.849810
7214,378804,13488,95 AVE,,,49.175272,-122.848968
7215,378805,13371,95A AVE,,,49.175994,-122.852210
7216,378807,13284,92B AVE,,,49.171040,-122.854560
7217,386805,6376,183A ST,,,49.118390,-122.714132
7218,386806,18055,62 AVE,,,49.115602,-122.722361
7219,386811,6368,183A ST,,,49.118232,-122.714133
7220,386814,6360,183A ST,,,49.118070,-122.714135
7221,386833,6361,184 ST,,,49.117991,-122.712795
7222,386837,6043,180A ST,,,49.112285,-122.722744
7223,386848,6038,180 ST,,,49.112128,-122.723554
7224,386850,6062,180 ST,,,49.112609,-122.723554
7225,386864,18232,64 AVE,,,49.118583,-122.717353
7226,386865,18240,64 AVE,,,49.118583,-122.717106
7227,386866,18242,64 AVE,,,49.118583,-122.716860
7228,386879,18317,60 AVE,,,49.111593,-122.714956
7229,386881,18333,60 AVE,,,49.111594,-122.714517
7230,386946,6223,SUNDANCE DR,,,49.115636,-122.715009
7231,386949,6203,SUNDANCE DR,,,49.115115,-122.714469
7232,386962,6277,184 ST,,,49.116364,-122.712838
7233,386964,18366,63 AVE,,,49.116596,-122.713687
7234,386971,18351,APALOOSA PL,,,49.116063,-122.714030
7235,386976,6228,SUNDANCE DR,,,49.115525,-122.714377
7236,386978,6214,SUNDANCE DR,,,49.115256,-122.714099
7237,386986,18347,63 AVE,,,49.116862,-122.713913
7238,386987,18355,63 AVE,,,49.116862,-122.713659
7239,387000,18274,63A AVE,,,49.117437,-122.716160
7240,387006,18103,60 AVE,,,49.111599,-122.720948
7241,387008,18276,64 AVE,,,49.118581,-122.716114
7242,387011,18306,64 AVE,,,49.118580,-122.715350
7243,387013,6365,183A ST,,,49.118153,-122.714531
7244,387016,6346,183 ST,,,49.117759,-122.715407
7245,387026,6091,MORGAN DR,,,49.113263,-122.716514
7246,387038,18099,61 AVE,,,49.113425,-122.720938
7247,387049,6233,181A ST,,,49.116142,-122.720163
7248,387081,6369,SUNDANCE DR,,,49.117941,-122.717409
7249,387113,18208,64 AVE,,,49.118585,-122.718151
7250,387114,18210,64 AVE,,,49.118585,-122.718151
7251,387123,5715,192 ST,,,49.106916,-122.691368
7252,387132,5641,192 ST,,,49.105285,-122.691385
7253,387137,5687,192 ST,,,49.106593,-122.691365
7254,387142,19117,60 AVE,,,49.111442,-122.693741
7255,387144,18935,59A AVE,,,49.110602,-122.698324
7256,387151,5612,SUNDALE GR,,,49.104851,-122.692320
7257,387152,5611,SUNDALE PL,,,49.104847,-122.694230
7258,387156,5620,SUNDALE GR,,,49.105030,-122.692300
7259,387162,5608,SUNDALE PL,,,49.104682,-122.693679
7260,387165,5642,SUNDALE GR,,,49.105377,-122.692298
7261,387177,5920,190A ST,,,49.110204,-122.695122
7262,387179,19168,SUNDALE AVE,,,49.105974,-122.692123
7263,387180,19130,SUNDALE CL,,,49.105204,-122.693400
7264,387203,5623,SUNDALE GR,,,49.105047,-122.692661
7265,387207,5617,SUNDALE GR,,,49.104868,-122.692773
7266,387255,5650,SUNDALE PL,,,49.105768,-122.693607
7267,387260,18990,58 AVE,,,49.108369,-122.696763
7268,387304,18976,59 AVE,,,49.109532,-122.697716
7269,387332,18896,60 AVE,,,49.111182,-122.699351
7270,387372,5902,188A ST,,,49.109491,-122.700329
7271,387376,19012,SUNRISE PL,,,49.104960,-122.695941
7272,387405,18910,60 AVE,,,49.111182,-122.699106
7273,387426,5764,184 ST,,,49.107033,-122.712414
7274,387427,18751,56B AVE,,,49.105920,-122.702967
7275,387431,18530,60 AVE,,,49.111266,-122.709219
7276,387438,18628,56B AVE,,,49.105823,-122.707139
7277,387449,5792,184 ST,,,49.107580,-122.712444
7278,387451,18765,56B AVE,,,49.105791,-122.702688
7279,387452,5770,184 ST,,,49.107187,-122.712413
7280,387454,18770,58A AVE,,,49.108509,-122.702529
7281,387455,18538,60 AVE,,,49.111269,-122.708941
7282,387469,18482,56A AVE,,,49.104953,-122.710118
7283,387472,5738,184 ST,,,49.106390,-122.712346
7284,387477,18773,56B AVE,,,49.105668,-122.702439
7285,387478,5620,184 ST,,,49.104536,-122.712447
7286,387483,18602,60 AVE,,,49.111231,-122.707321
7287,387489,18558,58 AVE,,,49.107610,-122.708324
7288,387490,18478,56A AVE,,,49.104942,-122.710283
7289,387492,5730,184 ST,,,49.106227,-122.712364
7290,387493,5963,188 ST,,,49.110715,-122.701910
7291,387495,18787,56B AVE,,,49.105565,-122.702122
7292,374587,8440,141 ST,,,49.156699,-122.833082
7293,374588,8421,144 ST,,,49.155923,-122.823680
7294,374589,14270,85B AVE,,,49.158564,-122.826966
7295,374593,8436,141 ST,,,49.156512,-122.833111
7296,379079,9065,142A ST,,,49.167878,-122.828609
7297,379080,9045,142A ST,,,49.167309,-122.828565
7298,379082,14008,90 AVE,,,49.166337,-122.834333
7299,379083,14038,92 AVE,,,49.169940,-122.833553
7300,379084,14148,92 AVE,,,49.169973,-122.830571
7301,379085,9162,143A ST,,,49.169371,-122.824616
7302,379087,14091,88 AVE,,,49.162965,-122.832211
7303,379088,14287,88 AVE,,,49.163019,-122.826634
7304,379090,8811,141A ST,,,49.163000,-122.831157
7305,379092,8886,142A ST,,,49.164501,-122.827542
7306,379093,9051,142A ST,,,49.167682,-122.828533
7307,379094,14197,89B AVE,,,49.166196,-122.829533
7308,379095,9033,142A ST,,,49.167086,-122.828570
7309,379097,14022,90 AVE,,,49.166334,-122.834085
7310,379098,14365,88 AVE,,,49.163160,-122.824474
7311,379099,14030,91A AVE,,,49.168961,-122.833843
7312,379100,14099,88 AVE,,,49.162966,-122.831970
7313,379102,14295,88 AVE,,,49.163021,-122.826389
7314,379105,14301,91 AVE,,,49.168290,-122.826657
7315,379106,9079,142A ST,,,49.167972,-122.828350
7316,379107,8973,140A ST,,,49.165969,-122.833226
7317,379109,14346,91 AVE,,,49.168101,-122.825087
7318,379112,9174,143A ST,,,49.169607,-122.824535
7319,379113,14255,90 AVE,,,49.166646,-122.828087
7320,379114,14138,88A AVE,,,49.163598,-122.831237
7321,379115,8866,142A ST,,,49.164197,-122.827534
7322,379116,14261,90A AVE,,,49.167570,-122.827771
7323,379117,9072,142A ST,,,49.167962,-122.827872
7324,379118,8965,140A ST,,,49.165845,-122.833183
7325,379119,9048,142A ST,,,49.167273,-122.828156
7326,379120,14048,90 AVE,,,49.166342,-122.833130
7327,379124,14263,90 AVE,,,49.166647,-122.827855
7328,379125,14120,88A AVE,,,49.163592,-122.831479
7329,379126,14269,90A AVE,,,49.167575,-122.827526
7330,379127,9080,142A ST,,,49.168150,-122.827738
7331,379128,8959,140A ST,,,49.165803,-122.833025
7332,379129,14262,90A AVE,,,49.167313,-122.827677
7333,379130,8998,140A ST,,,49.166317,-122.832704
7334,379135,14271,90 AVE,,,49.166649,-122.827608
7335,379136,8852,142A ST,,,49.163894,-122.827526
7336,379137,14277,90A AVE,,,49.167572,-122.827263
7337,379138,9122,142A ST,,,49.168728,-122.827202
7338,379139,8962,140A ST,,,49.165808,-122.832885
7339,379140,14272,90A AVE,,,49.167313,-122.827452
7340,379141,8843,144 ST,,,49.163515,-122.823757
7341,387560,18685,NO 10 (56 AVE) HWY,,,49.104405,-122.705364
7342,387561,18625,59 AVE,,,49.110052,-122.706943
7343,387564,18463,NO 10 (56 AVE) HWY,,,49.104353,-122.710541
7344,387568,18638,59 AVE,,,49.109726,-122.706632
7345,387570,18630,59 AVE,,,49.109764,-122.706854
7346,387577,5627,188 ST,,,49.104785,-122.701835
7347,387579,18622,59 AVE,,,49.109825,-122.707057
7348,387586,5621,188 ST,,,49.104626,-122.701836
7349,387590,18479,NO 10 (56 AVE) HWY,,,49.104343,-122.709777
7350,387595,5615,188 ST,,,49.104425,-122.701826
7351,387601,5861,186A ST,,,49.109281,-122.706008
7352,387604,18495,NO 10 (56 AVE) HWY,,,49.104339,-122.709279
7353,387606,5934,187A ST,,,49.110178,-122.702726
7354,387615,5625,185 ST,,,49.104770,-122.709146
7355,387620,5862,186A ST,,,49.109311,-122.705610
7356,387627,5622,185 ST,,,49.104708,-122.708812
7357,387637,18555,NO 10 (56 AVE) HWY,,,49.104335,-122.708334
7358,387644,5930,186A ST,,,49.110104,-122.705771
7359,387657,5968,186A ST,,,49.110726,-122.705860
7360,387665,5860,184 ST,,,49.109047,-122.712367
7361,387674,5884,184 ST,,,49.109514,-122.712364
7362,387676,18713,56A AVE,,,49.105165,-122.704676
7363,387697,5870,184A ST,,,49.109197,-122.711130
7364,387702,5886,184A ST,,,49.109508,-122.711128
7365,387704,5855,184B ST,,,49.108870,-122.710421
7366,387713,18641,56B AVE,,,49.106038,-122.706641
7367,387735,6027,188 ST,,,49.111918,-122.701933
7368,387736,6325,187A ST,,,49.117155,-122.703342
7369,387737,6015,186 ST,,,49.111732,-122.707337
7370,387742,6116,184 ST,,,49.113525,-122.712362
7371,387743,18572,64 AVE,,,49.118672,-122.708174
7372,387748,6119,188 ST,,,49.113726,-122.701934
7373,387754,6165,184A ST,,,49.114017,-122.711401
7374,387760,6108,184 ST,,,49.113370,-122.712395
7375,387784,6136,184 ST,,,49.113856,-122.712390
7376,387785,18736,63A AVE,,,49.117675,-122.703747
7377,387786,6361,184A ST,,,49.117553,-122.711156
7378,403885,9457,180 ST,,,49.174394,-122.723980
7379,403897,19134,90 AVE,,,49.166239,-122.692390
7380,374859,8053,DOMINION PL,,,49.149263,-122.854233
7381,374860,8338,133 ST,,,49.154090,-122.853892
7382,374861,8051,134 ST,,,49.149189,-122.851581
7383,374864,13508,81 AVE,,,49.149890,-122.848427
7384,379184,14310,90A AVE,,,49.167327,-122.826357
7385,379185,8883,144 ST,,,49.164485,-122.823748
7386,379187,14319,90 AVE,,,49.166638,-122.826136
7387,379189,9166,142B ST,,,49.169394,-122.826911
7388,379190,14152,89B AVE,,,49.165893,-122.831091
7389,379191,14318,90A AVE,,,49.167327,-122.826128
7390,379193,8920,140B ST,,,49.164737,-122.832172
7391,379194,14327,90 AVE,,,49.166659,-122.825881
7392,379195,14337,90A AVE,,,49.167584,-122.825430
7393,379196,9180,142B ST,,,49.169448,-122.827051
7394,379197,14326,90A AVE,,,49.167332,-122.825901
7395,379198,8909,144 ST,,,49.164879,-122.823744
7396,379202,14359,90A AVE,,,49.167632,-122.825201
7397,379203,9173,142B ST,,,49.169437,-122.827219
7398,379204,14160,89B AVE,,,49.165900,-122.830587
7399,379205,14330,90A AVE,,,49.167324,-122.825697
7400,379207,14343,90 AVE,,,49.166723,-122.825434
7401,379208,8878,141A ST,,,49.164303,-122.830933
7402,379209,14367,90A AVE,,,49.167608,-122.825000
7403,379210,14162,89B AVE,,,49.165898,-122.830347
7404,379214,14349,90 AVE,,,49.166676,-122.825285
7405,379215,14371,90A AVE,,,49.167522,-122.824897
7406,379216,9157,142B ST,,,49.169194,-122.827276
7407,379217,14348,90A AVE,,,49.167282,-122.825236
7408,379220,14346,90 AVE,,,49.166555,-122.825260
7409,379222,9071,144 ST,,,49.167779,-122.823963
7410,379223,14176,89B AVE,,,49.165901,-122.829866
7411,379224,14358,90A AVE,,,49.167298,-122.825015
7412,379227,8889,140B ST,,,49.164376,-122.832665
7413,379228,14338,90 AVE,,,49.166381,-122.825389
7414,379229,9065,144 ST,,,49.167683,-122.823812
7415,379230,14249,91 AVE,,,49.168868,-122.827733
7416,379231,14182,89B AVE,,,49.165867,-122.829651
7417,379232,14368,90A AVE,,,49.167387,-122.824905
7418,379233,8924,143A ST,,,49.165251,-122.824495
7419,379235,14163,88A AVE,,,49.163814,-122.830163
7420,379236,14241,91 AVE,,,49.168828,-122.828005
7421,379237,14192,89B AVE,,,49.165882,-122.829464
7422,379240,14324,90 AVE,,,49.166438,-122.825879
7423,379241,14169,88A AVE,,,49.163814,-122.829880
7424,379243,9037,144 ST,,,49.167256,-122.823778
7425,379244,8908,143A ST,,,49.164867,-122.824497
7426,379246,14316,90 AVE,,,49.166417,-122.826128
7427,379247,8867,141B ST,,,49.164143,-122.829793
7428,379248,9025,144 ST,,,49.167101,-122.823909
7429,379249,8892,143A ST,,,49.164679,-122.824506
7430,379251,14308,90 AVE,,,49.166392,-122.826371
7431,379252,8879,141B ST,,,49.164299,-122.830005
7432,379256,14298,90 AVE,,,49.166390,-122.826618
7433,379257,14209,91 AVE,,,49.168830,-122.829023
7434,379260,14290,90 AVE,,,49.166410,-122.826863
7435,379266,14185,91 AVE,,,49.168826,-122.829523
7436,379269,14274,90 AVE,,,49.166430,-122.827359
7437,379270,8888,141B ST,,,49.164445,-122.829498
7438,379274,8880,141B ST,,,49.164314,-122.829463
7439,379275,14173,91 AVE,,,49.168826,-122.830023
7440,379278,14258,90 AVE,,,49.166427,-122.827853
7441,379279,14161,91 AVE,,,49.168795,-122.830241
7442,379281,9167,143A ST,,,49.169467,-122.824987
7443,379283,14252,90 AVE,,,49.166425,-122.828085
7444,379287,8993,142A ST,,,49.166352,-122.828550
7445,379288,8856,141B ST,,,49.163738,-122.829454
7446,379290,14173,89A AVE,,,49.165298,-122.830022
7447,379291,8985,142A ST,,,49.166171,-122.828547
7448,379292,8848,141B ST,,,49.163601,-122.829436
7449,379293,9095,141A ST,,,49.168626,-122.830815
7450,379295,9019,144 ST,,,49.166942,-122.823908
7451,379296,14182,88A AVE,,,49.163516,-122.829565
7452,379297,9091,141A ST,,,49.168522,-122.830965
7453,379300,9011,144 ST,,,49.166794,-122.823911
7454,379301,9087,141A ST,,,49.168408,-122.831103
7455,379303,8841,140A ST,,,49.163782,-122.833885
7456,379304,9005,144 ST,,,49.166640,-122.823853
7457,379305,14168,88A AVE,,,49.163612,-122.830021
7458,379306,9081,141A ST,,,49.168288,-122.831235
7459,379307,8832,140 ST,,,49.163531,-122.834450
7460,379308,14197,89A AVE,,,49.165201,-122.829143
7461,379309,14162,88A AVE,,,49.163611,-122.830222
7462,379310,9086,141A ST,,,49.168348,-122.830680
7463,388412,6005,190 ST,,,49.111495,-122.696647
7464,388418,6019,190 ST,,,49.111658,-122.696645
7465,401961,8982,148 ST,,,49.166114,-122.812122
7466,401968,8877,150A ST,,,49.164222,-122.805749
7467,401970,14937,90 AVE,,,49.166614,-122.808476
7468,401971,14962,90 AVE,,,49.166326,-122.807920
7469,401976,14927,88A AVE,,,49.163866,-122.808968
7470,401978,15158,91A AVE,,,49.169064,-122.802676
7471,401979,8912,148 ST,,,49.164799,-122.812130
7472,401985,8852,148 ST,,,49.163861,-122.812149
7473,402007,9108,146 ST,,,49.168315,-122.817682
7474,374418,8462,140 ST,,,49.157076,-122.834324
7475,374421,8750,140 ST,,,49.162125,-122.834364
7476,374422,8671,144 ST,,,49.160555,-122.823626
7477,374425,8728,140A ST,,,49.161424,-122.833200
7478,374428,8709,143A ST,,,49.161063,-122.824995
7479,374429,14218,84A AVE,,,49.156363,-122.828218
7480,374430,8456,140 ST,,,49.156913,-122.834329
7481,374432,14304,88 AVE,,,49.162683,-122.826011
7482,374439,14226,84A AVE,,,49.156363,-122.827973
7483,374440,8450,140 ST,,,49.156750,-122.834325
7484,374441,14290,88 AVE,,,49.162679,-122.826553
7485,374446,8739,140B ST,,,49.161862,-122.832452
7486,374448,14232,84A AVE,,,49.156357,-122.827715
7487,374450,8735,140A ST,,,49.161616,-122.833553
7488,374455,8717,144 ST,,,49.161249,-122.823635
7489,374457,8438,140 ST,,,49.156256,-122.834311
7490,374459,8741,140A ST,,,49.161827,-122.833580
7491,374465,8725,144 ST,,,49.161442,-122.823638
7492,374468,14242,88 AVE,,,49.162677,-122.827402
7493,374469,8747,140A ST,,,49.162021,-122.833584
7494,374474,8722,143A ST,,,49.161434,-122.824672
7495,374476,14011,84 AVE,,,49.155668,-122.834230
7496,374482,8729,143A ST,,,49.161437,-122.825007
7497,379312,8824,140 ST,,,49.163348,-122.834449
7498,379313,8989,144 ST,,,49.166328,-122.823952
7499,379314,14156,88A AVE,,,49.163609,-122.830469
7500,379315,14152,91 AVE,,,49.168499,-122.830390
7501,379316,8927,143A ST,,,49.165252,-122.824806
7502,379317,8816,140 ST,,,49.163167,-122.834450
7503,379319,14166,91 AVE,,,49.168560,-122.830110
7504,379320,8808,140 ST,,,49.162985,-122.834451
7505,379322,14178,91 AVE,,,49.168573,-122.829840
7506,379324,8806,141A ST,,,49.163002,-122.830773
7507,379325,14188,91 AVE,,,49.168568,-122.829602
7508,379326,8825,140A ST,,,49.163340,-122.833649
7509,379327,14161,88 AVE,,,49.162978,-122.830199
7510,379328,14202,91 AVE,,,49.168571,-122.829069
7511,379330,14175,88 AVE,,,49.162980,-122.829923
7512,379331,14210,91 AVE,,,49.168487,-122.828988
7513,379332,14164,89A AVE,,,49.165073,-122.830372
7514,379333,14183,88 AVE,,,49.162981,-122.829636
7515,379334,14216,91 AVE,,,49.168455,-122.828869
7516,379339,8826,140A ST,,,49.163395,-122.833329
7517,379340,8922,141A ST,,,49.164803,-122.831064
7518,379344,14049,88A AVE,,,49.163811,-122.833171
7519,379350,8953,142A ST,,,49.165546,-122.828498
7520,379353,8923,142A ST,,,49.165124,-122.828154
7521,379356,8910,142A ST,,,49.164971,-122.827546
7522,379359,14268,89A AVE,,,49.165533,-122.827294
7523,379366,8859,143 ST,,,49.164015,-122.826595
7524,379369,8818,143 ST,,,49.163533,-122.826255
7525,379370,8824,143 ST,,,49.163510,-122.826029
7526,379382,14322,89A AVE,,,49.165530,-122.825541
7527,379383,14389,89A AVE,,,49.165794,-122.823960
7528,379386,14333,89A AVE,,,49.165826,-122.825267
7529,379388,14309,89A AVE,,,49.165819,-122.826010
7530,379393,14253,89A AVE,,,49.165649,-122.827932
7531,379396,8840,143 ST,,,49.163737,-122.825924
7532,379398,8911,140A ST,,,49.164766,-122.833721
7533,379400,14248,92 AVE,,,49.169974,-122.827587
7534,379404,8931,140A ST,,,49.165058,-122.833687
7535,379405,14266,92 AVE,,,49.169976,-122.827121
7536,379406,14032,92 AVE,,,49.169939,-122.833748
7537,379413,14298,92 AVE,,,49.169980,-122.826413
7538,379415,8948,140A ST,,,49.165306,-122.833325
7539,379416,8940,140A ST,,,49.165181,-122.833250
7540,379418,8932,140A ST,,,49.165059,-122.833304
7541,379419,8922,140A ST,,,49.164911,-122.833311
7542,379420,8914,140A ST,,,49.164766,-122.833331
7543,379421,9055,137A ST,,,49.167476,-122.841721
7544,379423,13727,91 AVE,,,49.168299,-122.842230
7545,379424,13934,92 AVE,,,49.169928,-122.836565
7546,379425,13719,91 AVE,,,49.168304,-122.842497
7547,379428,13677,91 AVE,,,49.168312,-122.843583
7548,379429,13840,92 AVE,,,49.169942,-122.839034
7549,379430,13798,92 AVE,,,49.169929,-122.840412
7550,379431,13738,92 AVE,,,49.169914,-122.842199
7551,379433,13780,90 AVE,,,49.166332,-122.840743
7552,379434,9061,137A ST,,,49.167649,-122.841722
7553,379435,13735,91 AVE,,,49.168299,-122.842001
7554,379438,13707,91 AVE,,,49.168290,-122.842773
7555,379439,13689,91 AVE,,,49.168313,-122.843284
7556,379441,13965,90 AVE,,,49.166632,-122.835928
7557,379442,13920,92 AVE,,,49.169926,-122.836825
7558,379443,13672,92 AVE,,,49.169929,-122.843840
7559,379445,13746,92 AVE,,,49.169916,-122.841810
7560,368448,14486,74A AVE,,,49.137946,-122.821289
7561,368450,7361,146 ST,,,49.136674,-122.818145
7562,368457,7520,145A ST,,,49.139510,-122.818156
7563,374602,14178,86 AVE,,,49.159513,-122.829570
7564,374607,8495,144 ST,,,49.157210,-122.823676
7565,374615,8553,144 ST,,,49.158393,-122.823646
7566,374617,8465,141A ST,,,49.156980,-122.831641
7567,374618,8768,143 ST,,,49.161912,-122.826223
7568,374626,8783,143 ST,,,49.162099,-122.826320
7569,374630,8779,143 ST,,,49.162122,-122.826486
7570,374640,8757,143 ST,,,49.161870,-122.827000
7571,374644,14275,87A AVE,,,49.161968,-122.827428
7572,374648,8558,141A ST,,,49.158944,-122.830815
7573,374650,14154,88 AVE,,,49.162649,-122.830461
7574,374651,14253,87A AVE,,,49.162036,-122.827858
7575,374654,14245,87A AVE,,,49.162044,-122.828079
7576,374657,14237,87A AVE,,,49.162041,-122.828347
7577,374661,8735,142A ST,,,49.161658,-122.828073
7578,374675,14156,85A AVE,,,49.158563,-122.831168
7579,374677,8736,142A ST,,,49.161628,-122.827740
7580,374679,8739,143 ST,,,49.161533,-122.827063
7581,374680,8490,141A ST,,,49.158041,-122.831437
7582,374686,14238,88 AVE,,,49.162672,-122.827680
7583,374688,14206,86 AVE,,,49.159488,-122.828730
7584,374689,14298,88 AVE,,,49.162678,-122.826288
7585,374690,14358,88 AVE,,,49.162686,-122.824580
7586,374697,8789,144 ST,,,49.162556,-122.823666
7587,374702,8495,141A ST,,,49.158104,-122.831876
7588,374712,8523,142A ST,,,49.157700,-122.827206
7589,374767,14353,84A AVE,,,49.156679,-122.824510
7590,374769,14361,84A AVE,,,49.156557,-122.824473
7591,374774,8536,140 ST,,,49.158995,-122.834374
7592,374798,8311,133A ST,,,49.153609,-122.852993
7593,374800,13240,81A AVE,,,49.150678,-122.855817
7594,374801,8390,134 ST,,,49.155221,-122.851181
7595,374802,8098,132A ST,,,49.149882,-122.855266
7596,374803,13282,81 AVE,,,49.149939,-122.854471
7597,374804,13462,81 AVE,,,49.149901,-122.849432
7598,374808,13387,80 AVE,,,49.148322,-122.851611
7599,374811,13229,81 AVE,,,49.150204,-122.856050
7600,374815,13299,82B AVE,,,49.153205,-122.854236
7601,374816,13420,84 AVE,,,49.155284,-122.850717
7602,374817,8090,132A ST,,,49.149735,-122.855270
7603,374818,13468,81 AVE,,,49.149900,-122.849195
7604,374819,13478,84 AVE,,,49.155285,-122.849292
7605,374820,8312,133 ST,,,49.153753,-122.853861
7606,374824,8026,134 ST,,,49.148664,-122.851088
7607,374825,13550,81 AVE,,,49.149918,-122.847180
7608,374829,13244,81A AVE,,,49.150679,-122.855662
7609,374831,13291,82B AVE,,,49.153219,-122.854497
7610,374832,13436,84 AVE,,,49.155280,-122.850394
7611,374833,8079,DOMINION PL,,,49.149580,-122.854225
7612,374835,8320,133 ST,,,49.153837,-122.853776
7613,374838,8036,134 ST,,,49.148838,-122.851088
7614,374845,13283,82B AVE,,,49.153231,-122.854716
7615,374846,8067,DOMINION PL,,,49.149425,-122.854232
7616,374847,8328,133 ST,,,49.153971,-122.853804
7617,374849,8043,134 ST,,,49.149015,-122.851582
7618,374850,8042,134 ST,,,49.149011,-122.851087
7619,374851,13526,81 AVE,,,49.149928,-122.847849
7620,374853,13494,81 AVE,,,49.149891,-122.848687
7621,374857,13275,82B AVE,,,49.153242,-122.854954
7622,374858,8068,132A ST,,,49.149253,-122.855273
7623,379497,9148,139 ST,,,49.169054,-122.837333
7624,379498,9161,138 ST,,,49.169335,-122.840463
7625,379499,13732,91A AVE,,,49.169000,-122.841949
7626,379500,13718,90 AVE,,,49.166348,-122.842519
7627,379501,13694,91 AVE,,,49.168048,-122.843080
7628,379505,9152,138 ST,,,49.169117,-122.840048
7629,379507,9136,139 ST,,,49.168894,-122.837333
7630,379508,9155,138 ST,,,49.169162,-122.840466
7631,379509,9022,137A ST,,,49.166932,-122.841332
7632,379511,13686,91 AVE,,,49.168042,-122.843335
7633,379512,9117,139A ST,,,49.168438,-122.836254
7634,379513,9128,139 ST,,,49.168723,-122.837325
7635,379516,13895,90 AVE,,,49.166628,-122.837688
7636,379517,13748,91A AVE,,,49.168879,-122.841740
7637,379519,9109,139A ST,,,49.168275,-122.836232
7638,379521,9132,138 ST,,,49.168822,-122.840033
7639,379522,9105,139 ST,,,49.168366,-122.837743
7640,379523,13885,90 AVE,,,49.166627,-122.837939
7641,379524,13761,91A AVE,,,49.169180,-122.841415
7642,379525,9072,136B ST,,,49.167703,-122.843630
7643,379526,9102,139A ST,,,49.168275,-122.835805
7644,379527,9126,138 ST,,,49.168673,-122.840039
7645,379529,13755,91A AVE,,,49.169307,-122.841466
7646,379531,9060,136B ST,,,49.167529,-122.843537
7647,379532,9110,139A ST,,,49.168437,-122.835815
7648,379533,13807,91 AVE,,,49.168304,-122.839992
7649,368984,7898,155 ST,,,49.146438,-122.792645
7650,368991,7866,155 ST,,,49.145724,-122.792646
7651,368992,7916,155 ST,,,49.146753,-122.792652
7652,368993,7954,155 ST,,,49.147278,-122.792654
7653,374867,13256,81A AVE,,,49.150681,-122.855195
7654,374868,13267,82B AVE,,,49.153257,-122.855210
7655,374869,8052,132A ST,,,49.149095,-122.855274
7656,374870,8037,DOMINION PL,,,49.149103,-122.854301
7657,374871,13537,81 AVE,,,49.150213,-122.847555
7658,374872,8057,134 ST,,,49.149362,-122.851580
7659,374873,8062,134 ST,,,49.149359,-122.851085
7660,374877,13260,81A AVE,,,49.150682,-122.855039
7661,374879,13259,82B AVE,,,49.153262,-122.855463
7662,374880,8023,DOMINION PL,,,49.148977,-122.854356
7663,374881,8356,133 ST,,,49.154360,-122.853895
7664,374883,8071,134 ST,,,49.149536,-122.851579
7665,374884,8066,134 ST,,,49.149533,-122.851084
7666,374886,8367,133A ST,,,49.154688,-122.853001
7667,374887,13264,81A AVE,,,49.150683,-122.854884
7668,374888,13315,82B AVE,,,49.153208,-122.853786
7669,374891,8362,133 ST,,,49.154479,-122.853810
7670,374892,13515,81 AVE,,,49.150214,-122.848057
7671,374893,8081,134 ST,,,49.149710,-122.851579
7672,374896,8375,133A ST,,,49.154817,-122.852967
7673,374897,13268,81A AVE,,,49.150667,-122.854731
7674,374899,13516,84 AVE,,,49.155291,-122.848134
7675,374900,13297,80 AVE,,,49.148348,-122.854156
7676,374904,13332,84 AVE,,,49.155236,-122.853261
7677,374905,13272,81A AVE,,,49.150651,-122.854583
7678,374907,8267,132A ST,,,49.153034,-122.855769
7679,374908,13291,80 AVE,,,49.148344,-122.854572
7680,374910,13369,80 AVE,,,49.148323,-122.852163
7681,374911,13429,80 AVE,,,49.148320,-122.850508
7682,374913,13330,82B AVE,,,49.152944,-122.853281
7683,374914,8259,132A ST,,,49.152863,-122.855593
7684,374915,13538,84 AVE,,,49.155293,-122.847489
7685,374922,8371,135A ST,,,49.154877,-122.847439
7686,374924,8027,134A ST,,,49.148664,-122.850204
7687,374927,13350,82B AVE,,,49.152993,-122.852760
7688,374928,8262,132 ST,,,49.152715,-122.856625
7689,374929,8363,135A ST,,,49.154715,-122.847437
7690,374930,13475,81 AVE,,,49.150217,-122.849310
7691,374931,8044,133A ST,,,49.149015,-122.852466
7692,374934,8366,133A ST,,,49.154705,-122.852403
7693,374935,13358,82B AVE,,,49.153011,-122.852511
7694,374936,8365,135A ST,,,49.154546,-122.847435
7695,374942,8278,132 ST,,,49.153097,-122.856629
7696,374943,13498,83A AVE,,,49.154536,-122.848224
7697,374949,8286,132 ST,,,49.153268,-122.856614
7698,374951,8072,133A ST,,,49.149536,-122.852463
7699,374955,8294,132 ST,,,49.153434,-122.856616
7700,374956,13489,83A AVE,,,49.154746,-122.848337
7701,374959,8069,134A ST,,,49.149533,-122.850200
7702,374963,8254,132A ST,,,49.152720,-122.855150
7703,374965,13366,81 AVE,,,49.149933,-122.852288
7704,374966,8081,134A ST,,,49.149707,-122.850199
7705,374969,8095,134A ST,,,49.149881,-122.850198
7706,374972,13280,82B AVE,,,49.152946,-122.854628
7707,374974,13290,82B AVE,,,49.152939,-122.854328
7708,374975,13463,83A AVE,,,49.154719,-122.849327
