,COMMENTS,DATE_CONSTRUCTED,DISASTER_RESPONSE_ROUTE,FACILITYID,GREENWAY,LIFECYCLE_COST,LOCATION,MAJOR_ROAD_NETWORK,MATERIAL,NO_LANE,OWNER,PAVING_DATE,RD_CLASS,ROAD_CENTRELINE_TYPE2,ROAD_NAME,ROW_WIDTH,SPEED,STATUS,STREETSWEEPING_ROUTE,TRUCK_ROUTE,YTD_COST
6293,,,None,1000985052,,,,No,Asphalt,2,Surrey,,Local,Road,146A St,,50,Open,,,
6294,,20061030,None,1000985083,,,,No,Asphalt,2,Surrey,,Local,Road,148B St,,50,Open,,,
6295,,,None,1000985111,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6296,,,None,1000985127,,,,No,Asphalt,2,Surrey,,Local,Road,56B Ave,,50,Open,,,
6297,,,None,1000985161,,,,No,Asphalt,2,Surrey,,Local,Road,70 Ave,,50,Open,,,
6298,,,None,1000985263,,,,No,Asphalt,2,Surrey,,Local,Road,186 St,,50,Open,,,
6299,,,None,1000985337,,,,No,Asphalt,2,Surrey,,Local,Road,133 St,,50,Open,,,
6300,,,None,1000985443,,,,No,Asphalt,2,Surrey,,Local,Road,155 St,,50,Open,,,
6301,,,None,1000982705,,,,No,Asphalt,2,Surrey,,Arterial,Road,154 St,30,50,Open,NORTH GUILDFORD,,
6302,,,None,1000982729,,,,No,Asphalt,4,Surrey,,Arterial,Road,University Dr,27,30,Open,CITY CENTRE - CONTRACT CURBS,,
6303,,,None,1000982733,,,,No,Asphalt,2,Surrey,,Local,Road,174A St,,50,Open,,,
6304,,,None,1000982757,,,,No,Asphalt,2,Surrey,,Local,Road,Amble Greene Blvd,,50,Open,,,
6305,,,None,1000982784,,,,No,Asphalt,2,Surrey,,Local,Road,19 Ave,,50,Open,,,
6306,,,None,1000982795,,,,No,Asphalt,2,Surrey,,Local,Road,154 St,,50,Open,,,
6307,,,None,1000982798,,,,No,Asphalt,2,Surrey,,Collector,Road,112 Ave,24,50,Open,,,
6308,,,None,1000982820,,,,No,Asphalt,2,Surrey,,Local,Road,149 St,,50,Open,,,
6309,,,None,1000979134,,,,No,Asphalt,2,Surrey,,Local,Road,90 Ave,,50,Open,,,
6310,,,None,1000979206,,,,No,Asphalt,2,Surrey,,Collector,Road,68 Ave,24,50,Open,,,
6311,,,None,1000979332,,,,No,Asphalt,2,Surrey,,Collector,Road,126 St,24,50,Open,,,
6312,,,None,1000979358,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6313,,,None,1000979359,,,,No,Asphalt,2,Surrey,,Local,Road,162 St,,50,Open,,,
6314,,20061030,None,1000979364,,,,No,Asphalt,2,Surrey,,Local,Road,61B Ave,,50,Open,,,
6315,,20030612,None,1000979488,,,,No,Asphalt,2,Surrey,,Local,Road,64A Ave,,50,Open,,,
6316,,,None,1000979502,,,,No,Asphalt,2,Surrey,,Local,Road,134B St,,50,Open,,,
6317,,,None,1000979509,,,,No,Asphalt,2,Surrey,,Local,Road,184B St,,50,Open,,,
6318,,,Secondary,1000976595,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,88 Ave,30,50,Open,TRANSLINK - T2 CURBS,Truck Routes,
6319,,,None,1000976661,,,,No,Asphalt,2,Surrey,,Local,Road,68A Ave,,50,Open,,,
6320,,,None,1000976750,,,,No,Asphalt,2,Surrey,,Arterial,Road,148 St,30,50,Open,,,
6321,,,None,1000976854,,,,No,Asphalt,2,Surrey,,Collector,Road,28 Ave,24,50,Open,,,
6322,,,None,1000976912,,,,No,Asphalt,2,Surrey,,Local,Road,66 Ave,,50,Open,,,
6323,,,None,1000976929,,,,No,Asphalt,2,Surrey,,Local,Road,125 St,,50,Open,,,
6324,,,None,1000976954,,,,No,Asphalt,2,Surrey,,Local,Road,19 Ave,,50,Open,,,
6325,,,None,1000979554,,,,Yes,Asphalt,2,Surrey,,Arterial,Road,64 Ave,30,50,Open,,No Heavy Truck Routes,
6326,,,Secondary,1000979584,,,,Yes,Asphalt,4,Provincial,,Provincial Highway,Road,8 Ave,,60,Open,,Dangerous Goods Routes,
6327,,,None,1000979597,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,120 St,34,60,Open,TRANSLINK - T1 CURBS,Truck Routes,
6328,,,None,1000979624,,,,No,Asphalt,2,Surrey,,Collector,Road,82 Ave,24,50,Open,,No Heavy Truck Routes,
6329,,,None,1000979636,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6330,,,None,1000979660,,,,No,Asphalt,2,Surrey,,Local,Road,91A Ave,,50,Open,,,
6331,,,None,1000979711,,,,No,Asphalt,2,Surrey,,Local,Road,Suffolk Rd,,50,Open,,,
6332,,,None,1000979763,,,,No,Asphalt,2,Surrey,,Local,Road,133A St,,50,Open,,,
6333,,,None,1000977180,,,,No,Asphalt,2,Surrey,,Arterial,Road,Crescent Rd,27,50,Open,,,
6334,Offset Centreline Designation,,None,1000977247,,,,No,Asphalt,2,Surrey,,Collector,Road,Old Yale Rd,24,50,Open,NORTH BRIDGEVIEW,,
6335,,,None,1000977261,,,,No,Asphalt,2,Surrey,,Local,Road,63B Ave,,50,Open,,,
6336,,,None,1000977288,,,,No,Asphalt,2,Surrey,,Local,Road,140 St,,50,Open,,,
6337,,,None,1000977366,,,,No,Asphalt,2,Surrey,,Local,Road,129 St,,50,Open,,,
6338,,,None,1000977388,,,,No,Asphalt,2,Surrey,,Local,Road,100A Ave,20,50,Open,,,
6339,,,None,1000977416,,,,No,Asphalt,2,Surrey,,Local,Road,138 St,,50,Open,,,
6340,,,None,1000977429,,,,No,Asphalt,2,Surrey,,Local,Road,132A St,,50,Open,,,
6341,,,Primary,1000977430,,,,Yes,Asphalt,4,Provincial,,Provincial Highway,Road,Hwy 15,,60,Open,,Dangerous Goods Routes,
6342,,,None,1000977442,,,,No,Asphalt,2,Surrey,,Local,Road,128 St,,50,Open,,,
6343,,,None,1000977558,,,,No,Asphalt,2,Surrey,,Collector,Road,Boundary Dr E,24,50,Open,,,
6344,,,None,1000982070,,,,No,Asphalt,2,Surrey,,Local,Road,89 Ave,,50,Open,,,
6345,,,None,1000982095,,,,No,Asphalt,2,Surrey,,Arterial,Road,168 St,30,60,Open,,,
6346,,,None,1000982139,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,104 Ave,42,60,Open,TRANSLINK - T8 CURBS,Truck Routes,
6347,,20030612,None,1000982241,,,,No,Asphalt,2,Surrey,,Local,Road,170 St,,50,Open,,,
6348,,,None,1000982301,,,,No,Asphalt,2,Surrey,,Local,Road,147 St,,50,Open,,,
6349,,,None,1000982337,,,,No,Asphalt,2,Surrey,,Collector,Road,130 St,24,50,Open,,,
6350,,,None,1000982341,,,,No,Asphalt,2,Surrey,,Local,Road,96A Ave,,50,Open,,,
6351,,,None,1000982342,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6352,,20061030,None,1000982386,,,,No,Asphalt,2,Surrey,,Local,Road,186 St,,50,Open,,,
6353,,,None,1000982402,,,,No,Asphalt,2,Surrey,,Local,Road,150 St,,50,Open,,,
6354,,,None,1000982404,,,,No,Asphalt,2,Surrey,,Local,Road,162 St,,50,Open,,,
6355,,,None,1000979984,,,,No,Asphalt,2,Surrey,,Local,Road,167A St,,50,Open,,,
6356,,,None,1000979990,,,,No,Asphalt,2,Surrey,,Collector,Road,32 Ave,24,50,Open,,,
6357,,,None,1000980044,,,,No,Asphalt,2,Surrey,,Local,Road,Todd Cr,,50,Open,,,
6358,,,None,1000980066,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6359,,,None,1000980087,,,,No,Asphalt,2,Surrey,,Local,Road,121A St,,50,Open,,,
6360,,,None,1000980103,,,,No,Asphalt,2,Surrey,,Local,Road,170A St,,50,Open,,,
6361,,,None,1000980127,,,,No,Asphalt,2,Surrey,,Local,Road,166 St,,50,Open,,,
6362,,,None,1000980172,,,,No,Asphalt,2,Surrey,,Local,Road,72A Ave,,50,Open,,,
6363,,,None,1000974160,,,,No,Asphalt,2,Surrey,,Local,Road,125 St,,50,Open,,,
6364,,,None,1000974215,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,64 Ave,30,60,Open,TRANSLINK - T1 CURBS,,
6365,,,None,1000974217,,,,No,Asphalt,2,Surrey,,Local,Road,58A Ave,,50,Open,,,
6366,,,None,1000974226,,,,No,Asphalt,2,Surrey,,Local,Road,138 St,,50,Open,,,
6367,,,None,1000974262,,,,No,Asphalt,2,Surrey,,Local,Road,163B St,,50,Open,,,
6368,,,None,1000974300,,,,No,Asphalt,2,Surrey,,Local,Road,149A St,,50,Open,,,
6369,,20030612,None,1000974316,,,,No,Asphalt,2,Surrey,,Collector,Road,144 St,20,50,Open,,,
6370,,,None,1000974381,,,,No,Asphalt,2,Surrey,,Local,Road,26 Ave,,50,Open,,,
6371,,,None,1000974391,,,,No,Asphalt,2,Surrey,,Collector,Road,Grosvenor Rd,27,50,Open,,,
6372,,,None,1000974394,,,,No,Asphalt,2,Surrey,,Local,Road,63B Ave,,50,Open,,,
6373,,,None,1000974424,,,,No,Asphalt,2,Surrey,,Collector,Road,Oriole Dr,20,50,Open,,,
6374,,,None,1000974468,,,,No,Asphalt,2,Surrey,,Local,Road,98 Ave,,50,Open,,,
6375,,,None,1000980395,,,,No,Asphalt,2,Surrey,,Local,Road,97A Ave,,50,Open,,,
6376,,,None,1000980444,,,,No,Asphalt,2,Surrey,,Local,Road,172 St,,50,Open,,No Heavy Truck Routes,
6377,,,None,1000980452,,,,No,Asphalt,2,Surrey,,Local,Road,84A Ave,,50,Open,,,
6378,,,None,1000980458,,,,No,Asphalt,2,Surrey,,Local,Road,66 Ave,,50,Open,,,
6379,,,None,1000980550,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6380,,,None,1000980561,,,,No,Asphalt,2,Surrey,,Local,Road,Robertson Dr,,50,Open,,,
6381,,,None,1000980648,,,,No,Asphalt,2,Surrey,,Local,Road,130 St,,50,Open,,,
6382,,,None,1000980660,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6383,,,None,1000977035,,,,No,Asphalt,2,Surrey,,Local,Road,Fraserglen Dr,,50,Open,,,
6384,,,None,1000977113,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6385,,,None,1000977240,,,,No,Asphalt,2,Surrey,,Collector,Road,New Mclellan Rd,20,50,Open,,,
6386,,,None,1000977328,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,104 Ave,42,60,Open,TRANSLINK - T5 CURBS,Truck Routes,
6387,,,None,1000977348,,,,No,Asphalt,2,Surrey,,Local,Road,130A St,,50,Open,,,
6388,,,None,1000977355,,,,No,Asphalt,2,Surrey,,Local,Road,142 St,,50,Open,,,
6389,,,None,1000977381,,,,No,Asphalt,2,Surrey,,Local,Road,93 Ave,,50,Open,,,
6390,,,None,1000977499,,,,No,Asphalt,1,Private,,Local,Access Lane,,,,Open,,,
6391,Truck Route restricted to 7:00am to 6:00pm,,None,1000983464,,,,No,Asphalt,2,Surrey,,Arterial,Road,132 St,30,50,Open,CITY CENTRE - CONTRACT CURBS,Truck Routes with Restrictions,
6392,,,None,1000983526,,,,No,Asphalt,2,Surrey,,Local,Road,134 St,,50,Open,,,
6393,,,None,1000983531,,,,No,Asphalt,2,Surrey,,Local,Road,44 Ave,,50,Open,,,
6394,,,None,1000983558,,,,No,Asphalt,2,Surrey,,Local,Road,89A Ave,,50,Open,,,
6395,,,None,1000983562,,,,No,Asphalt,2,Surrey,,Local,Road,133 St,,50,Open,,,
6396,,,None,1000983658,,,,No,Asphalt,2,Surrey,,Local,Road,Lombard Pl,,50,Open,,No Heavy Truck Routes,
6397,,,None,1000983695,,,,No,Asphalt,2,Surrey,,Local,Road,137 St,,50,Open,,,
6398,,,None,1000983749,,,,No,Asphalt,2,Surrey,,Local,Road,Michel Pl,,50,Open,,,
6399,,,None,1000977577,,,,No,Asphalt,2,Surrey,,Local,Road,163A St,,50,Open,,,
6400,,,None,1000977678,,,,No,Asphalt,2,Surrey,,Local,Road,73A Ave,,50,Open,,,
6401,,,None,1000977700,,,,No,Asphalt,2,Surrey,,Collector,Road,138 St,24,50,Open,,,
6402,,,None,1000977723,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6403,,,None,1000977767,,,,No,Asphalt,2,Surrey,,Local,Road,184A St,,50,Open,,,
6404,,,None,1000977787,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6405,,,None,1000977792,,,,No,Asphalt,2,Surrey,,Local,Road,137A St,20,50,Open,,,
6406,,,None,1000977805,,,,No,Asphalt,2,Surrey,,Local,Road,34A Ave,,50,Open,,,
6407,,20030612,None,1000977815,,,,No,Asphalt,2,Surrey,,Arterial,Road,192 St,30,60,Open,,Truck Routes,
6408,,,None,1000974903,,,,No,Asphalt,2,Surrey,,Collector,Road,156 St,27,50,Open,,,
6409,,,None,1000974943,,,,No,Asphalt,2,Surrey,,Local,Road,136B St,,50,Open,,,
6410,,,None,1000974975,,,,No,Asphalt,2,Surrey,,Local,Road,98 Ave,,50,Open,,,
6411,,,None,1000974999,,,,No,Asphalt,2,Surrey,,Collector,Road,76 Ave,24,50,Open,,,
6412,,,None,1000975044,,,,No,Asphalt,2,Surrey,,Local,Road,62 Ave,,50,Open,,,
6413,,,None,1000975060,,,,No,Asphalt,2,Surrey,,Local,Road,155 St,,50,Open,,,
6414,,,None,1000975094,,,,No,Asphalt,2,Surrey,,Local,Road,160 St,,50,Open,,,
6415,,,None,1000975109,,,,No,Asphalt,2,Surrey,,Collector,Road,Station Rd,20,50,Open,,,
6416,,,None,1000975151,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6417,,,None,1000975192,,,,No,Asphalt,2,Surrey,,Local,Road,159 St,,50,Open,,,
6418,,,None,1000975193,,,,No,Asphalt,2,Surrey,,Collector,Road,92 Ave,24,50,Open,,,
6419,,,None,1000975203,,,,No,Asphalt,2,Surrey,,Collector,Road,156 St,24,50,Open,,,
6420,,,None,1000980176,,,,No,Asphalt,2,Surrey,,Collector,Road,Grosvenor Rd,27,50,Open,,,
6421,,,Secondary,1000980195,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,152 St,30,70,Open,TRANSLINK - T7/T8 CURBS,Truck Routes,
6422,,20061030,None,1000980270,,,,No,Asphalt,2,Surrey,,Collector,Road,164 St,20,50,Open,,,
6423,,,None,1000980478,,,,No,Asphalt,2,Surrey,,Local,Road,163 St,,50,Open,,,
6424,,,None,1000980493,,,,No,Asphalt,2,Surrey,,Local,Road,85A Ave,,50,Open,,,
6425,,,None,1000980520,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6426,,,None,1000980594,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6427,,,None,1000980618,,,,No,Asphalt,2,Surrey,,Local,Road,129 St,,50,Open,,,
6428,,,None,1000980663,,,,No,Asphalt,2,Surrey,,Local,Road,20A Ave,,50,Open,,,
6429,,,None,1000980714,,,,No,Asphalt,2,Surrey,,Collector,Road,180 St,24,50,Open,,,
6430,,,None,1000977404,,,,No,Asphalt,2,Surrey,,Local,Road,143 St,,50,Open,,,
6431,,,None,1000977470,,,,No,Asphalt,2,Surrey,,Local,Road,Cowan Rd,20,50,Open,,,
6432,,,None,1000977511,,,,No,Asphalt,2,Surrey,,Local,Road,128 St,,50,Open,,,
6433,,,None,1000977551,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6434,,,None,1000977575,,,,No,Asphalt,2,Surrey,,Local,Road,156A St,,50,Open,,,
6435,,,None,1000977600,,,,No,Asphalt,2,Surrey,,Local,Road,135A St,,50,Open,,,
6436,,20030612,None,1000977640,,,,No,Asphalt,2,Surrey,,Collector,Road,Bell Rd,24,50,Open,,,
6437,,,None,1000977644,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6438,,,None,1000977646,,,,No,Asphalt,2,Surrey,,Local,Road,104A Ave,24,50,Open,,,
6439,,,None,1000980706,,,,No,Asphalt,2,Surrey,,Local,Road,65A Ave,,50,Open,,,
6440,,,None,1000980755,,,,No,Asphalt,2,Surrey,,Arterial,Road,60 Ave,30,50,Open,,,
6441,,,None,1000980765,,,,No,Asphalt,2,Surrey,,Local,Road,185 St,,50,Open,,,
6442,,,None,1000980786,,,,No,Asphalt,2,Surrey,,Local,Road,58A Ave,,50,Open,,,
6443,,,None,1000980799,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6444,,20030612,None,1000980860,,,,No,Asphalt,2,Surrey,,Local,Road,63B Ave,,50,Open,,,
6445,,,None,1000980890,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6446,,20061030,None,1000980928,,,,No,Asphalt,2,Surrey,,Local,Road,110 Ave,,50,Open,,,
6447,,20061030,None,1000980945,,,,No,Asphalt,2,Surrey,,Collector,Road,28 Ave,24,50,Open,,,
6448,,,None,1000981002,,,,No,Asphalt,2,Surrey,,Local,Road,96A Ave,,50,Open,,,
6449,,,None,1000981011,,,,No,Asphalt,2,Surrey,,Local,Road,148A St,,50,Open,,,
6450,,,None,1000978546,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6451,,,None,1000978562,,,,No,Asphalt,2,Surrey,,Local,Road,60A Ave,,50,Open,,,
6452,,,None,1000978625,,,,No,Asphalt,2,Surrey,,Local,Road,143A St,,50,Open,,,
6453,,,None,1000978637,,,,No,Asphalt,2,Surrey,,Local,Road,146 St,,50,Open,,,
6454,,,None,1000978652,,,,No,Asphalt,2,Surrey,,Local,Road,132A St,,50,Open,,,
6455,,,None,1000978737,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6456,,,None,1000978768,,,,No,Asphalt,2,Surrey,,Local,Road,25 Ave,,50,Open,,,
6457,,,None,1000978770,,,,No,Asphalt,2,Surrey,,Arterial,Road,104 Ave,30,30,Open,,,
6458,,,None,1000978876,,,,No,Asphalt,2,Surrey,,Local,Road,141B St,,50,Open,,,
6459,,,None,1000983790,,,,No,Asphalt,2,Surrey,,Local,Road,129 St,,50,Open,,,
6460,,,None,1000983797,,,,No,Asphalt,2,Surrey,,Local,Road,59A Ave,,50,Open,,,
6461,,,None,1000983799,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,120 St,42,60,Open,TRANSLINK - T1 CURBS,Truck Routes,
6462,,,None,1000983858,,,,No,Asphalt,2,Surrey,,Arterial,Road,112 Ave,27,50,Open,,,
6463,,,None,1000983871,,,,No,Asphalt,2,Surrey,,Local,Road,62 Ave,,50,Open,,,
6464,,,None,1000983892,,,,No,Asphalt,2,Surrey,,Collector,Road,123A St,24,50,Open,,,
6465,,,None,1000983926,,,,No,Asphalt,2,Surrey,,Local,Road,Claytonhill Dr,,50,Open,,,
6466,,,None,1000984014,,,,No,Asphalt,2,Surrey,,Local,Road,167A St,,50,Open,,,
6467,,,None,1000984075,,,,No,Asphalt,2,Surrey,,Local,Road,Northpark Cr,,50,Open,,,
6468,,20030612,None,1000981056,,,,No,Asphalt,2,Surrey,,Local,Road,32A Ave,,50,Open,,,
6469,,,None,1000981072,,,,No,Asphalt,2,Surrey,,Local,Road,154 St,,50,Open,,,
6470,,,None,1000981106,,,,No,Asphalt,2,Surrey,,Local,Road,124A St,,50,Open,,,
6471,,20061030,None,1000981110,,,,No,Asphalt,2,Private,,Local,Road,Greenside Dr E,,50,Open,,,
6472,,,None,1000981166,,,,No,Asphalt,2,Surrey,,Local,Road,26 Ave,,50,Open,,,
6473,,,None,1000981208,,,,No,Asphalt,2,Surrey,,Local,Road,88A Ave,,50,Open,,,
6474,,,None,1000981323,,,,No,Asphalt,2,Surrey,,Local,Road,126A St,,50,Open,,,
6475,,20061030,None,1000981361,,,,No,Asphalt,2,Surrey,,Local,Road,Wellington Dr,,50,Open,,,
6476,,,None,1000981373,,,,No,Asphalt,2,Surrey,,Local,Road,79A Ave,,50,Open,,,
6477,,,None,1000975219,,,,No,Asphalt,2,Surrey,,Collector,Road,14 Ave,24,50,Open,,,
6478,,,None,1000975220,,,,No,Asphalt,2,Surrey,,Local,Road,131A St,,50,Open,,,
6479,,,None,1000975227,,,,No,Asphalt,2,Surrey,,Arterial,Road,128 St,30,60,Open,,No Heavy Truck Routes,
6480,,,None,1000975269,,,,No,Asphalt,2,Surrey,,Local,Road,122 St,,50,Open,,,
6481,,20030612,Secondary,1000975272,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,152 St,30,70,Open,TRANSLINK - T7/T8 CURBS,Truck Routes,
6482,,,None,1000975274,,,,No,Asphalt,2,Surrey,,Local,Road,Rosemary Heights Dr,,50,Open,,,
6483,,,None,1000975283,,,,No,Asphalt,2,Surrey,,Local,Road,113 Ave,,50,Open,,,
6484,,,None,1000983975,,,,No,Asphalt,2,Surrey,,Collector,Road,80 Ave,24,50,Open,,,
6485,,,None,1000983998,,,,No,Asphalt,2,Surrey,,Local,Road,71 Ave,,50,Open,,,
6486,,,None,1000984028,,,,No,Asphalt,2,Surrey,,Local,Road,77A Ave,,50,Open,,,
6487,,,None,1000984030,,,,No,Asphalt,2,Surrey,,Collector,Road,102 Ave,27,50,Open,<null>,,
6488,,20030612,None,1000984043,,,,No,Asphalt,2,Surrey,,Local,Road,23B Ave,,50,Open,,,
6489,,,None,1000984049,,,,No,Grass,1,Surrey,,Local,Access Lane,,,,Open,,,
6490,,,None,1000984083,No,,,No,Asphalt,2,Surrey,,Collector,Road,60 Ave,24,50,Open,,,
6491,,,None,1000984103,,,,No,Asphalt,2,Surrey,,Local,Road,34 Ave,,50,Open,,,
6492,,,None,1000984106,,,,No,Asphalt,2,Surrey,,Local,Road,Ocean Forest Dr,,50,Open,,,
6493,,20030612,None,1000984136,,,,No,Asphalt,2,Surrey,,Collector,Road,157A St,27,50,Open,,,
6494,,,None,1000984138,,,,No,Asphalt,2,Surrey,,Local,Road,91A Ave,,50,Open,,,
6495,Offset Centreline Designation,,None,1000978645,,,,No,Asphalt,2,Surrey,,Collector,Road,Barnston Dr E,24,60,Open,,,
6496,Offset Centreline Designation,,None,1000983486,,,,No,Asphalt,2,Surrey,,Collector,Road,Barnston Dr E,24,50,Open,,,
6497,,,None,1000977730,,,,No,Asphalt,2,Surrey,,Local,Road,Old Yale Rd,,50,Open,,,
6498,Unique Local Road,,None,1000977739,,,,No,Asphalt,2,Surrey,,Local,Road,70 Ave,22,50,Open,,,
6499,,,None,1000977795,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6500,Offset Centreline Designation,,None,1000977821,,,,No,Asphalt,2,Surrey,,Arterial,Road,128 St,30,50,Open,NORTH BRIDGEVIEW,,
6501,,,None,1000977892,,,,No,Asphalt,2,Surrey,,Local,Road,77 Ave,,50,Open,,,
6502,,,None,1000977897,,,,No,Asphalt,2,Surrey,,Local,Road,129 St,,50,Open,,,
6503,,20030612,Secondary,1000977940,,,,Yes,Asphalt,2,Surrey,,Arterial,Road,King George Blvd,48,70,Open,TRANSLINK - T3 CURBS,Dangerous Goods Routes,
6504,,20040826,None,1000978140,,,,No,Asphalt,2,Surrey,,Local,Road,66 Ave,,50,Open,,,
6505,,,None,1000978886,,,,No,Grass,1,Surrey,,Local,Access Lane,,,,Open,,,
6506,,,None,1000978935,,,,No,Asphalt,2,Surrey,,Local,Road,Musqueam Dr,,50,Open,,,
6507,,,None,1000978942,,,,No,Asphalt,2,Surrey,,Local,Road,29 Ave,,50,Open,,,
6508,,,None,1000978943,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6509,,,None,1000978944,,,,No,Asphalt,2,Surrey,,Arterial,Road,168 St,30,60,Open,,,
6510,,,None,1000978979,,,,No,Asphalt,2,Surrey,,Local,Road,167 St,,50,Open,,,
6511,,,None,1000978984,,,,No,Asphalt,2,Surrey,,Local,Road,106 Ave,20,50,Open,,,
6512,,,None,1000979006,,,,No,Asphalt,2,Surrey,,Local,Road,Lincoln Woods Crt,,50,Open,,,
6513,,,None,1000979082,,,,No,Asphalt,2,Surrey,,Collector,Road,124 St,24,50,Open,,,
6514,,,None,1000979119,,,,No,Asphalt,2,Surrey,,Arterial,Road,192 St,30,50,Open,,,
6515,,,None,1000979163,,,,No,Asphalt,2,Surrey,,Arterial,Road,140 St,30,50,Open,,,
6516,,,None,1000976458,,,,No,Asphalt,2,Surrey,,Arterial,Road,72 Ave,30,50,Open,,No Heavy Truck Routes,
6517,,,None,1000976489,,,,No,Asphalt,2,Surrey,,Local,Road,74A Ave,,50,Open,,,
6518,,,None,1000976536,,,,No,Asphalt,2,Surrey,,Local,Road,151A St,,50,Open,,,
6519,,,None,1000976556,,,,No,Asphalt,2,Surrey,,Local,Road,150 St,,50,Open,,,
6520,,20030612,None,1000976620,,,,No,Asphalt,2,Surrey,,Local,Road,61 Ave,,50,Open,,,
6521,,20061030,None,1000976631,,,,No,Asphalt,2,Surrey,,Local,Road,149 St,,50,Open,,,
6522,Truck Route restricted to 7:00am to 6:00pm,,None,1000976640,,,,No,Asphalt,2,Surrey,,Arterial,Road,132 St,30,50,Open,,Truck Routes with Restrictions,
6523,,,None,1000981375,,,,No,Asphalt,2,Surrey,,Local,Road,157 St,,50,Open,,,
6524,,,None,1000981476,,,,No,Asphalt,2,Surrey,,Local,Road,133A St,,50,Open,,,
6525,,20061030,None,1000981541,,,,No,Asphalt,2,Surrey,,Local,Road,92A Ave,,50,Open,,,
6526,,,None,1000981548,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6527,,,None,1000981615,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6528,,,None,1000981650,,,,No,Asphalt,2,Surrey,,Local,Road,67B Ave,,50,Open,,,
6529,,,None,1000981668,,,,No,Asphalt,2,Surrey,,Local,Road,150 St,,50,Open,,,
6530,,,None,1000981810,,,,No,Asphalt,2,Surrey,,Local,Road,182 St,,50,Open,,,
6531,,,None,1000981866,,,,No,Asphalt,2,Surrey,,Local,Road,28B Ave,,50,Open,,,
6532,,,None,1000981929,,,,No,Asphalt,2,Surrey,,Local,Road,120A St,,50,Open,,,
6533,,,,1001152544,,,,,Asphalt,1,Provincial,,Provincial Highway,Highway Interchange,,,50,Open,,Truck Routes,
6534,,,,1001152546,,,,,Asphalt,1,Provincial,,Provincial Highway,Highway Interchange,,,50,Open,,Truck Routes,
6535,,,,1001152547,,,,,Asphalt,1,Provincial,,Provincial Highway,Highway Interchange,,,50,Open,,Truck Routes,
6536,,,,1001152548,,,,,Asphalt,1,Provincial,,Provincial Highway,Highway Interchange,,,50,Open,,Truck Routes,
6537,,,None,1000984164,,,,No,Asphalt,2,Surrey,,Local,Road,89A Ave,,50,Open,,,
6538,,,None,1000984180,,,,No,Asphalt,2,Surrey,,Local,Road,80A Ave,,50,Open,,,
6539,,,None,1000984196,,,,No,Asphalt,2,Surrey,,Local,Road,149 St,,50,Open,,,
6540,,,None,1000984231,,,,No,Asphalt,2,Surrey,,Arterial,Road,24 Ave,37,60,Open,,No Heavy Truck Routes,
6541,,,Secondary,1000984259,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,152 St,30,60,Open,TRANSLINK - T7/T8 CURBS,Truck Routes,
6542,,,None,1000984326,,,,No,Asphalt,2,Surrey,,Local,Road,152A St,,50,Open,,,
6543,,,None,1000979779,,,,No,Asphalt,2,Surrey,,Local,Road,146 St,,50,Open,,,
6544,,20050412,None,1000979785,,,,No,Asphalt,2,Surrey,,Local,Road,179A St,,50,Open,,,
6545,,20061030,None,1000979789,,,,No,Asphalt,2,Surrey,,Collector,Road,60 Ave,24,50,Open,,,
