,CHAINAGE_FROM,CHAINAGE_TO,COMMENTS,CONDITION,CONDITIONDATE,CRE_DATE,FACILITYID,FLOOD_CONTROL_TYPE,FLOOD_CONTROL_TYPE2,GIS_ENTRY_STAGE,LEGACYID,LIFECYCLE_COST,LOCATION,MAINTAINED_BY,MATERIAL,MINIMUM_ELEVATION,MOD_DATE,NAME,OWNER,PROJECT_NO,PROTECTION_AREA,STATUS,WARRANTYDATE,YR,YTD_COST
303,8080,8380,Left Side,,,20130201,1001566159,0,Dyke,Final AB,1001224844,,60 Ave to 68 Ave (Serpentine Channel),Surrey,Earth,3.2,20130328,Central Serpentine,Surrey,4804-4030-00,,In Service,,2012,
304,8380,8680,Right Side,,,20130201,1001566177,0,Dyke,Final AB,1001224841,,60 Ave to Approx 70 Ave (Serpentine Channel),Surrey,Earth,2.9,20130328,Central Serpentine,Surrey,4804-4030-00,,In Service,,2012,
305,8380,8680,Left Side,,,20130201,1001566178,0,Dyke,Final AB,1001224844,,60 Ave to 68 Ave (Serpentine Channel),Surrey,Earth,3,20130328,Central Serpentine,Surrey,4804-4030-00,,In Service,,2012,
306,8980,9320,Right Side,,,20130204,1001566249,0,Dyke,Final AB,1001224841,,60 Ave to Approx 70 Ave (Serpentine Channel),Surrey,Earth,3,20130328,Central Serpentine,Surrey,4804-4030-00,,In Service,,2012,
307,8980,9280,Left Side,,,20130204,1001566250,0,Dyke,Final AB,1001224844,,60 Ave to 68 Ave (Serpentine Channel),Surrey,Earth,3.1,20130328,Central Serpentine,Surrey,4804-4030-00,,In Service,,2012,
308,25600,25900,Left Side,,,20120103,1001224888,0,Dyke,Final AB,,,North of Serpentine River to 76 Ave Cut off Ditch,Surrey,Earth,3.4,20130328,168 Street Canal Dyke,Surrey,4804-4030-00,,In Service,,2012,
309,9340,9580,Right Side,,,20130204,1001566283,0,Dyke,Final AB,1001224841,,60 Ave to Approx 70 Ave (Serpentine Channel),Surrey,Earth,2.8000000000000003,20130328,Central Serpentine,Surrey,4804-4030-00,,In Service,,2012,
310,9320,9580,Left Side,,,20130204,1001566284,0,Dyke,Final AB,1001224844,,60 Ave to 68 Ave (Serpentine Channel),Surrey,Earth,3.1,20130328,Central Serpentine,Surrey,4804-4030-00,,In Service,,2012,
311,11420,11740,Left Side,,,20120103,1001224838,0,Dyke,Final AB,,,56 Ave to 60 Ave,Surrey,Earth,2.6,20130328,Central Serpentine,Surrey,4804-4030-00,,In Service,,2012,
312,15800,15880,Right Side,,,20130205,1001566505,0,Dyke,Final AB,1001566479,,56 Ave to 64 Ave,Surrey,Earth,2.6,20130328,Central Serpentine,Surrey,4804-4030-00,,In Service,,2012,
313,15040,15300,Right Side,,,20130205,1001566474,0,Dyke,Final AB,1001566353,,56 Ave to 64 Ave,Surrey,Earth,2.8000000000000003,20130328,Central Serpentine,Surrey,4804-4030-00,,In Service,,2012,
314,15300,15600,Right Side,,,20130204,1001566353,0,Dyke,Final AB,1001224830,,56 Ave to 64 Ave,Surrey,Earth,2.9,20130328,Central Serpentine,Surrey,4804-4030-00,,In Service,,2012,
315,900,1200,Left Side,,,20130206,1001566578,0,Dyke,Final AB,1001224858,,64 Ave to Approx 70 Ave,Surrey,Earth,3,20130328,Central Serpentine,Surrey,4804-4030-00,,In Service,,2012,
316,25187,25300,Right Side,,,20130208,1001566943,0,Dyke,Final AB,1001224889,,North of Serpentine River to 76 Ave Cut off Ditch,Surrey,Earth,3.25,20130328,168 Street Canal Dyke,Surrey,4804-4030-00,,In Service,,2012,
317,25040,25300,Left Side,,,20130208,1001566942,0,Dyke,Final AB,1001224888,,North of Serpentine River to 76 Ave Cut off Ditch,Surrey,Earth,3.0500000000000003,20130328,168 Street Canal Dyke,Surrey,4804-4030-00,,In Service,,2012,
318,25600,25900,Right Side,,,20120103,1001224889,0,Dyke,Final AB,,,North of Serpentine River to 76 Ave Cut off Ditch,Surrey,Earth,3.1,20130328,168 Street Canal Dyke,Surrey,4804-4030-00,,In Service,,2012,
319,25300,25600,Right Side,,,20130208,1001566972,0,Dyke,Final AB,1001224889,,North of Serpentine River to 76 Ave Cut off Ditch,Surrey,Earth,3.15,20130328,168 Street Canal Dyke,Surrey,4804-4030-00,,In Service,,2012,
320,3300,3600,Right Side,,,20130206,1001566699,0,Dyke,Final AB,1001224830,,56 Ave to 64 Ave,Surrey,Earth,3,20130206,Central Serpentine,Surrey,4804-4030-00,,In Service,,2010,
321,3300,3600,Left Side,,,20130206,1001566700,0,Dyke,Final AB,1001224843,,60 Ave to 64 Ave,Surrey,Earth,3.2,20130206,Central Serpentine,Surrey,,,In Service,,2010,
322,3600,3900,Right Side,,,20120103,1001224830,0,Dyke,Final AB,,,60 Ave to 64 Ave,Surrey,Earth,2.7,20130206,Central Serpentine,Surrey,4804-4030-00,,In Service,,2010,
323,,,,,,20110427,1001196342,1,Spillway,Final AB,,,1+780,Surrey,Riprap,2.5,20120302,Upper Serpentine Spillway S-1,Surrey,4898-4110-00,,In Service,,2010,
324,3600,3900,Left Side,,,20120103,1001224843,0,Dyke,Final AB,,,60 Ave to 64 Ave,Surrey,Earth,3.15,20130206,Central Serpentine,Surrey,4804-4030-00,,In Service,,2010,
325,2660,2700,Left Side,,,20130206,1001566646,0,Dyke,Final AB,1001224858,,64 Ave to Approx 70 Ave,Surrey,Earth,3,20130206,Central Serpentine,Surrey,4804-4030-00,,In Service,,2010,
326,10180,10280,Right Side,,,20130204,1001566319,0,Dyke,Final AB,1001224841,,60 Ave to Approx 70 Ave (Serpentine Channel),Surrey,Earth,3.2,20130206,Central Serpentine,Surrey,4804-4030-00,,In Service,,2010,
327,3900,3980,Left Side,,,20130206,1001566715,0,Dyke,Final AB,1001224843,,60 Ave to 64 Ave,Surrey,Earth,3.2,20130206,Central Serpentine,Surrey,4804-4030-00,,In Service,,2010,
328,3900,4080,Right Side,,,20130206,1001566716,0,Dyke,Final AB,1001224830,,56 Ave to 64 Ave,Surrey,Earth,2.9,20130206,Central Serpentine,Surrey,4804-4030-00,,In Service,,2010,
329,2320,2540,,,,20130301,1001136148,0,Dyke,Final AB,,,,Surrey,Galvanized Steel,2.61,20130301,Lower Serpentine River Dyke,Surrey,4809-4040-00,,In Service,,2011,
330,,,,,,20091027,1001136150,0,Dyke,Final AB,,,,Surrey,Earth,2.5500000000000003,20130301,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
331,2120,2320,,,,20130301,1001136151,0,Dyke,Final AB,,,,Surrey,Galvanized Steel,2.63,20130301,Lower Serpentine River Dyke,Surrey,4809-4040-00,,In Service,,2011,
332,,,,,,20091027,1001136146,0,Dyke,Final AB,,,,Surrey,Earth,-2.56,20130301,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
333,,,Left Side,,,20150622,1001828532,0,Dyke,Final AB,1001224828,0,Hwy 99 to KGB Serpetine Seadam,Surrey,Earth,,20150622,Colebrook Dyke,Surrey,,,In Service,,2012,0
334,,,,,,20150622,1001828530,0,Dyke,Final AB,1001224827,0,48 Ave at Mud Bay Park to Hwy 99,Surrey,Earth,,20150622,Colebrook Dyke,Surrey,,,In Service,,2012,0
335,3090,3250,Right Side,,,20130206,1001566681,0,Dyke,Final AB,1001224830,,56 Ave to 64 Ave,Surrey,Earth,3.25,20130206,Central Serpentine,Surrey,,,In Service,,2010,
336,,,Left Side,,,20120103,1001224828,0,Dyke,Final AB,,,Hwy 99 to KGB Serpetine Seadam,MLFNRO,Earth,,20150622,Colebrook Dyke,MLFNRO,,,In Service,,2012,
337,,,,,,20120905,1001432410,1,Spillway,Final AB,,,,Surrey,Riprap,,20120905,,Surrey,4811-3230-00,,In Service,,2012,
338,,,,,,20150722,1001831901,4,Retaining Wall,Final AB,,,,Surrey,Lock Block,,20150722,,Surrey,7800-0054-00,,In Service,,2001,
339,3250,3300,Right Side,,,20130206,1001566682,0,Dyke,Final AB,1001224830,,56 Ave to 64 Ave,Surrey,Earth,3.2,20130206,Central Serpentine,Surrey,4804-4030-00,,In Service,,2010,
340,3020,3300,Left Side,,,20130206,1001566683,0,Dyke,Final AB,1001224843,,60 Ave to 64 Ave,Surrey,Earth,3.2,20130206,Central Serpentine,Surrey,4804-4030-00,,In Service,,2010,
341,,,Phase 1,,,20110913,1001197198,0,Dyke,Final AB,,,,Surrey,Earth,4.74,20110913,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
342,,,Phase 2,,,20110913,1001197273,0,Dyke,Final AB,,,,Surrey,Concrete,4.82,20110913,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
343,,,Phase 2,,,20110913,1001197285,0,Dyke,Final AB,,,,Surrey,Concrete,4.835,20110913,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
344,,,,,,20110913,1001197312,0,Dyke,Final AB,,,,Surrey,Concrete,4.89,20110913,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
345,1260,1265,South Dyke Top,,,20090408,1001119658,0,Dyke,Final AB,,,84 Ave : Harvie Rd to 18560blk,Surrey,Earth,3.77,20090408,Latimer Creek Dyke,Surrey,4898-4170-00,,In Service,,2008,
346,1265,1280,Spillway,,,20090408,1001119659,1,Spillway,Final AB,,,84 Ave : Harvie Rd to 18560blk,Surrey,Riprap,3.27,20090408,Latimer Creek Dyke,Surrey,4898-4170-00,,In Service,,2008,
347,,,,,,20090522,1001122270,1,Spillway,Final AB,,,,Surrey,Riprap,,20090522,,Surrey,7806-0250-00,,In Service,,2009,
348,2940,3240,,,,20091210,1001143265,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.579,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
349,2940,3240,,,,20091210,1001143266,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.579,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
350,3240,3560,,,,20091211,1001143267,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.59,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
351,3240,3560,,,,20091211,1001143268,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.59,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
352,3560,3880,,,,20091211,1001143269,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.6020000000000003,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
353,3560,3880,,,,20091211,1001143270,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.6020000000000003,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
354,3880,4180,,,,20091211,1001143271,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.615,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
355,3880,4180,,,,20091211,1001143272,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.615,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
356,4180,4440,,,,20091211,1001143285,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.6270000000000002,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
357,4180,4440,,,,20091211,1001143286,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.6270000000000002,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
358,4440,4800,,,,20091211,1001143294,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.637,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
359,4440,4800,,,,20091211,1001143295,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.637,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
360,4800,5160,,,,20091211,1001143300,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.652,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
361,4800,5160,,,,20091211,1001143301,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.652,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
362,17032,17270,,,,20091027,1001136242,0,Dyke,Final AB,,,15087 48 Ave,Surrey,Earth,2.291,20141216,Lower Serpentine River Dyke,Surrey,4812-4080-00,,In Service,,2014,
363,,,,,,20141216,1001799440,0,Dyke,Final AB,1001136242,0,,Surrey,Earth,2.47,20141216,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,0
364,,,,,,20141216,1001799443,0,Dyke,Final AB,1001136242,0,,Surrey,Earth,2.47,20141216,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,0
365,,,,,,20160502,1001873821,1,Spillway,Final AB,,,,Private,Riprap,,20160502,,Private,Gateway NB,,In Service,,2015,
366,,,,,,20160502,1001873825,1,Spillway,Final AB,,,,Private,Riprap,,20160502,,Private,Gateway NB,,In Service,,2015,
367,,,Green Faced MSE Wall,,,20160502,1001874064,4,Retaining Wall,Final AB,,,,Private,Earth,,20160502,,Private,Gateway E1,,In Service,,2015,
368,,,Green Faced MSE Wall,,,20160502,1001874063,4,Retaining Wall,Final AB,,,,Private,Earth,,20160502,,Private,Gateway E1,,In Service,,2015,
369,,,Green Faced MSE Wall,,,20160502,1001874062,4,Retaining Wall,Final AB,,,,Private,Earth,,20160502,,Private,Gateway E1,,In Service,,2015,
370,,,Green Faced MSE Wall,,,20160502,1001874049,4,Retaining Wall,Final AB,,,,Private,Earth,,20160502,,Private,Gateway E1,,In Service,,2015,
371,,,Green Faced MSE Wall,,,20160502,1001874048,0,Retaining Wall,Final AB,,,,Private,Earth,,20160502,,Private,Gateway E1,,In Service,,2015,
372,,,Green Faced MSE Wall,,,20160502,1001874065,4,Retaining Wall,Final AB,,,,Private,Earth,,20160502,,Private,Gateway E1,,In Service,,2015,
373,,,Green Faced MSE Wall,,,20160502,1001874066,4,Retaining Wall,Final AB,,,,Private,Earth,,20160502,,Private,Gateway E1,,In Service,,2015,
374,,,Green Faced MSE Wall,,,20160502,1001874067,4,Retaining Wall,Final AB,,,,Private,Earth,,20160502,,Private,Gateway E1,,In Service,,2015,
375,25300,25600,Left Side,,,20130208,1001566973,0,Dyke,Final AB,1001224888,,North of Serpentine River to 76 Ave Cut off Ditch,Surrey,Earth,3.4,20130328,168 Street Canal Dyke,Surrey,4804-4030-00,,In Service,,2012,
376,25900,26130,Left Side,,,20130208,1001566986,0,Dyke,Final AB,1001224888,,North of Serpentine River to 76 Ave Cut off Ditch,,Earth,3.2,20130328,168 Street Canal Dyke,Surrey,,,In Service,,2012,
377,25970,26142,Right Side,,,20130208,1001566987,0,Dyke,Final AB,1001224889,,North of Serpentine River to 76 Ave Cut off Ditch,,Earth,3.2,20130328,168 Street Canal Dyke,Surrey,4804-4030-00,,In Service,,2012,
378,25900,25940,Right Side,,,20130208,1001567013,0,Dyke,Final AB,1001566987,,North of Serpentine River to 76 Ave Cut off Ditch,Surrey,Earth,3,20130328,168 Street Canal Dyke,Surrey,4804-4030-00,,In Service,,2012,
379,25940,25970,Right Side,,,20130208,1001567014,1,Spillway,Final AB,1001566987,,North of Serpentine River to 76 Ave Cut off Ditch,Surrey,Earth,1.53,20130328,168 Street Canal Dyke,Surrey,4804-4030-00,,In Service,,2012,
380,8680,8980,Right Side,,,20130204,1001566220,0,Dyke,Final AB,1001224841,,60 Ave to Approx 70 Ave (Serpentine Channel),Surrey,Earth,3.1,20130403,Central Serpentine,Surrey,4804-4030-00,,In Service,,2012,
381,8680,8980,Left Side,,,20130204,1001566217,0,Dyke,Final AB,1001224844,,60 Ave to 68 Ave (Serpentine Channel),Surrey,Earth,2.7,20130403,Central Serpentine,Surrey,4804-4030-00,,In Service,,2012,
382,8680,8980,Left Side,,,20130403,1001583475,0,Dyke,Final AB,1001566217,,60 Ave to 68 Ave (Serpentine Channel),Surrey,Earth,2.7,20130403,Central Serpentine,Surrey,4804-4030-00,,In Service,,2012,
383,,,,,,20150330,1001814553,4,Retaining Wall,Final AB,,,,Surrey,Lock Block,,20160121,2014,Surrey,1709-7090-00,,In Service,,2014,
384,,,,,,20160426,1001873166,1,Spillway,Final AB,,,,,Riprap,,20160426,,Surrey,Gateway E1,,In Service,,2015,
385,,,,,,20131112,1001718238,3,Groyne,,,,Crescent Beach,Surrey,Wood,,20131112,,Surrey,,,In Service,,,
386,,,,,,20131112,1001718274,3,Groyne,,,,Crescent Beach,Surrey,Wood,,20131112,,Surrey,,,In Service,,,
387,,,,,,20131112,1001718228,3,Groyne,,,,Crescent Beach,Surrey,Wood,,20131112,,Surrey,,,In Service,,,
388,,,,,,20131112,1001718276,3,Groyne,,,,Crescent Beach,Surrey,Wood,,20131112,,Surrey,,,In Service,,,
389,,,,,,20131112,1001718257,3,Groyne,,,,Crescent Beach,Surrey,Wood,,20131112,,Surrey,,,In Service,,,
390,,,,,,20131112,1001718233,3,Groyne,,,,Crescent Beach,Surrey,Wood,,20131112,,Surrey,,,In Service,,,
391,,,,,,20131112,1001718273,3,Groyne,,,,Crescent Beach,Surrey,Wood,,20131112,,Surrey,,,In Service,,,
392,,,,,,20131112,1001718279,3,Groyne,,,,Crescent Beach,Surrey,Wood,,20131112,,Surrey,,,In Service,,,
393,,,Curb Inlet Spillway,,,20160412,1001869415,1,Spillway,Initial AB,,,,Surrey,Riprap,,20160412,,Surrey,1710-7100-00,,In Service,,2015,
394,,,Curb Inlet Spillway,,,20160412,1001869416,1,Spillway,Initial AB,,,,Surrey,Riprap,,20160412,,Surrey,1710-7100-00,,In Service,,2015,
395,,,Emergency Overflow Spillway,,,20160412,1001869417,1,Spillway,Initial AB,,,,Surrey,Riprap,,20160412,,Surrey,1710-7100-00,,In Service,,2015,
396,2950,3000,Right Dyke,,,20160518,1001877872,0,Dyke,Final AB,1001877843,0,Nicomekl River to Colebrook Rd,,Earth,1.3900000000000001,20160831,Southwest Cloverdale Dyke,Surrey,4812-4020-00,,In Service,,2015,0
397,2320,2660,Right Dyke,,,20160518,1001877842,0,Dyke,Final AB,,,Nicomekl River to Colebrook Rd,,Earth,1.29,20160831,Southwest Cloverdale Dyke,Surrey,4812-4020-00,,In Service,,2015,
398,1980,2160,Right Dyke,,,20160518,1001877869,0,Dyke,Final AB,1001877867,0,Nicomekl River to Colebrook Rd,,Earth,1.24,20160831,Southwest Cloverdale Dyke,Surrey,4812-4020-00,,In Service,,2015,0
399,,,,,,20160519,1001878012,1,Spillway,Final AB,,,,,Riprap,,20160831,,Surrey,4812-4020-00,,In Service,,2015,
400,2160,2320,Right Dyke,,,20160518,1001877870,0,Dyke,Final AB,1001877842,0,Nicomekl River to Colebrook Rd,,Earth,0.62,20160831,Southwest Cloverdale Dyke,Surrey,4812-4020-00,,In Service,,2015,0
401,1980,2160,Left Dyke,,,20160518,1001877867,0,Dyke,Final AB,1001877842,0,Nicomekl River to Colebrook Rd,,Earth,1.21,20160831,Southwest Cloverdale Dyke,Surrey,4812-4020-00,,In Service,,2015,0
402,2660,2920,Right Dyke,,,20160518,1001877871,0,Dyke,Final AB,1001877842,0,Nicomekl River to Colebrook Rd,,Earth,1.18,20160831,Southwest Cloverdale Dyke,Surrey,4812-4020-00,,In Service,,2015,0
403,2160,2320,Left Dyke,,,20160518,1001877868,0,Dyke,Final AB,1001877867,0,Nicomekl River to Colebrook Rd,,Earth,1.3,20160831,Southwest Cloverdale Dyke,Surrey,4812-4020-00,,In Service,,2015,0
404,3000,3260,Right Dyke,,,20160518,1001877843,0,Dyke,Final AB,,,Nicomekl River to Colebrook Rd,,Earth,1.51,20160831,Southwest Cloverdale Dyke,Surrey,4812-4020-00,,In Service,,2015,
405,1940,1960,Left Dyke,,,20160518,1001877841,0,Dyke,Final AB,,,Nicomekl River to Colebrook Rd,,Earth,1.31,20160831,Southwest Cloverdale Dyke,Surrey,4812-4020-00,,In Service,,2015,
406,1940,1960,Right Dyke,,,20160518,1001877865,0,Dyke,Final AB,1001877841,0,Nicomekl River to Colebrook Rd,,Earth,0.41000000000000003,20160831,Southwest Cloverdale Dyke,Surrey,4812-4020-00,,In Service,,2015,0
407,,,,,,20161116,1001896815,0,Dyke,,,,,Surrey,Earth,1.8,20161116,,Surrey,,,In Service,,,
408,,,,,,20161116,1001896816,0,Dyke,,,,,Surrey,Earth,,20161116,,Surrey,,,In Service,,,
409,,,,,,20161116,1001896817,0,Dyke,,,,,Surrey,Earth,,20161116,,Surrey,,,In Service,,,
410,,,Turf Block Spillway,,,20170202,1001904957,1,Spillway,Final AB,,,,Surrey,Earth,,20170202,,Surrey,4896-5110-00,,In Service,,1997,
411,,,,,,20160209,1001858173,0,Retaining Wall,Final AB,,,,Surrey,Lock Block,,20170607,,Surrey,4804-3200-00,,In Service,,2006,
412,,,,,,20091027,1001136125,0,Dyke,Final AB,,,,Surrey,Earth,2.59,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
413,,,,,,20091027,1001136130,0,Dyke,Final AB,,,,Surrey,Earth,2.58,20091028,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
414,,,,,,20091027,1001136131,0,Dyke,Final AB,,,,Surrey,Earth,2.58,20091028,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
415,,,,,,20091027,1001136137,0,Dyke,Final AB,,,,Surrey,Earth,2.56,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
416,,,,,,20091027,1001136138,0,Dyke,Final AB,,,,Surrey,Earth,2.58,20091028,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
417,,,,,,20091210,1001143249,0,Dyke,Final AB,,,,,,,20091210,Lower Nicomekl Dyke,Surrey,,,In Service,,,
418,2880,2940,,,,20091210,1001143262,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.577,20091210,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
419,2880,2940,,,,20091210,1001143263,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.577,20091210,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
420,5160,5520,,,,20091211,1001143303,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.6670000000000003,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
421,7140,7210,,,,20091211,1001143333,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.7470000000000003,20091211,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
422,5160,5520,,,,20091211,1001143304,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.6670000000000003,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
423,5520,5880,,,,20091211,1001143305,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.681,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
424,5520,5880,,,,20091211,1001143306,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.681,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
425,5880,6240,,,,20091211,1001143313,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.696,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
426,5880,6240,,,,20091211,1001143314,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.696,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
427,6240,6600,,,,20091211,1001143319,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.7110000000000003,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
428,6240,6600,,,,20091211,1001143320,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.7110000000000003,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
429,6600,6880,,,,20091211,1001143327,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.725,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
430,6600,6880,,,,20091211,1001143328,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.725,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
431,6880,6980,,,,20091211,1001143329,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.737,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
432,6880,7140,,,,20091211,1001143330,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.737,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
433,,,,,,20110106,1001185626,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.466,20130129,Lower Nicomekl Dyke,Surrey,4809-4010-00,,In Service,,2010,
434,,,,,,20131112,1001718271,3,Groyne,,,,Crescent Beach,Surrey,Wood,,20131112,,Surrey,,,In Service,,,
435,,,,,,20131112,1001718278,3,Groyne,,,,Crescent Beach,Surrey,Wood,,20131112,,Surrey,,,In Service,,,
436,,,,,,20131112,1001718277,3,Groyne,,,,Crescent Beach,Surrey,Wood,,20131112,,Surrey,,,In Service,,,
437,,,,,,20131112,1001718234,3,Groyne,,,,Crescent Beach,Surrey,Wood,,20131112,,Surrey,,,In Service,,,
438,,,,,,20131112,1001718275,3,Groyne,,,,Crescent Beach,Surrey,Wood,,20131112,,Surrey,,,In Service,,,
439,,,,,,20131112,1001718246,3,Groyne,,,,Crescent Beach,Surrey,Wood,,20131112,,Surrey,,,In Service,,,
440,,,,,,20131112,1001718270,3,Groyne,,,,Crescent Beach,Surrey,Wood,,20131112,,Surrey,,,In Service,,,
441,,,,,,20120103,1001224754,0,Dyke,Final AB,,,,Surrey,,,20160401,,Surrey,,,In Service,,2012,
442,,,,,,20160401,1001867878,0,Retaining Wall,Final AB,,,,Private,Concrete,,20160401,,Private,1795-3150-00,,In Service,,1999,
443,,,,,,20160401,1001867879,0,Retaining Wall,Final AB,,,,,Lock Block,,20160401,,Private,SFPR Seg. 6,,In Service,,2014,
444,,,,,,20091027,1001136139,0,Dyke,Final AB,,,,Surrey,Earth,2.56,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
445,,,,,,20091027,1001136140,0,Dyke,Final AB,,,,Surrey,Earth,2.56,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
446,,,,,,20091027,1001136147,0,Dyke,Final AB,,,,Surrey,Earth,-2.56,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
447,,,,,,20091027,1001136149,0,Dyke,Final AB,,,,Surrey,Earth,2.5500000000000003,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
448,,,,,,20091027,1001136152,0,Dyke,Final AB,,,,Surrey,Earth,2.54,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
449,,,,,,20091027,1001136153,0,Dyke,Final AB,,,,Surrey,Earth,2.54,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
450,,,,,,20091027,1001136167,0,Dyke,Final AB,,,,Surrey,Earth,2.5300000000000002,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
451,,,,,,20091027,1001136168,0,Dyke,Final AB,,,,Surrey,Earth,2.5300000000000002,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
452,,,,,,20091027,1001136181,0,Dyke,Final AB,,,,Surrey,Earth,2.5300000000000002,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
453,,,,,,20091027,1001136182,0,Dyke,Final AB,,,,Surrey,Earth,2.5300000000000002,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
